chr1,chr2,start1,end1,start2,end2,count
chr21,chr21,10400000,10450000,10400000,10450000,1
chr21,chr21,10400000,10450000,15900000,15950000,1
chr21,chr21,10500000,10550000,10500000,10550000,1
chr21,chr21,10500000,10550000,10600000,10650000,1
chr21,chr21,10600000,10650000,10500000,10550000,1
chr21,chr21,10600000,10650000,10600000,10650000,1
chr21,chr21,13250000,13300000,13250000,13300000,1
chr21,chr21,14000000,14050000,14000000,14050000,1
chr21,chr21,14000000,14050000,14050000,14100000,1
chr21,chr21,14000000,14050000,14100000,14150000,1
chr21,chr21,14050000,14100000,14000000,14050000,1
chr21,chr21,14050000,14100000,14050000,14100000,1
chr21,chr21,14050000,14100000,14100000,14150000,1
chr21,chr21,14050000,14100000,14250000,14300000,1
chr21,chr21,14050000,14100000,14300000,14350000,1
chr21,chr21,14050000,14100000,14350000,14400000,1
chr21,chr21,14100000,14150000,14000000,14050000,1
chr21,chr21,14100000,14150000,14050000,14100000,1
chr21,chr21,14100000,14150000,14100000,14150000,1
chr21,chr21,14150000,14200000,14150000,14200000,1
chr21,chr21,14150000,14200000,14400000,14450000,1
chr21,chr21,14150000,14200000,15000000,15050000,1
chr21,chr21,14200000,14250000,14200000,14250000,1
chr21,chr21,14200000,14250000,14350000,14400000,1
chr21,chr21,14250000,14300000,14050000,14100000,1
chr21,chr21,14250000,14300000,14250000,14300000,1
chr21,chr21,14250000,14300000,14300000,14350000,1
chr21,chr21,14250000,14300000,14350000,14400000,1
chr21,chr21,14300000,14350000,14050000,14100000,1
chr21,chr21,14300000,14350000,14250000,14300000,1
chr21,chr21,14300000,14350000,14300000,14350000,1
chr21,chr21,14300000,14350000,14350000,14400000,1
chr21,chr21,14350000,14400000,14050000,14100000,1
chr21,chr21,14350000,14400000,14200000,14250000,1
chr21,chr21,14350000,14400000,14250000,14300000,1
chr21,chr21,14350000,14400000,14300000,14350000,1
chr21,chr21,14350000,14400000,14350000,14400000,1
chr21,chr21,14400000,14450000,14150000,14200000,1
chr21,chr21,14400000,14450000,14400000,14450000,1
chr21,chr21,14400000,14450000,14550000,14600000,1
chr21,chr21,14400000,14450000,14900000,14950000,1
chr21,chr21,14400000,14450000,15000000,15050000,1
chr21,chr21,14400000,14450000,24650000,24700000,1
chr21,chr21,14450000,14500000,14450000,14500000,1
chr21,chr21,14450000,14500000,14900000,14950000,1
chr21,chr21,14450000,14500000,19100000,19150000,1
chr21,chr21,14450000,14500000,19150000,19200000,1
chr21,chr21,14500000,14550000,14500000,14550000,1
chr21,chr21,14500000,14550000,18850000,18900000,1
chr21,chr21,14500000,14550000,19000000,19050000,1
chr21,chr21,14500000,14550000,19050000,19100000,1
chr21,chr21,14500000,14550000,19700000,19750000,1
chr21,chr21,14500000,14550000,20000000,20050000,1
chr21,chr21,14500000,14550000,20100000,20150000,1
chr21,chr21,14500000,14550000,20250000,20300000,1
chr21,chr21,14500000,14550000,20300000,20350000,1
chr21,chr21,14500000,14550000,20350000,20400000,1
chr21,chr21,14500000,14550000,22050000,22100000,1
chr21,chr21,14500000,14550000,22850000,22900000,1
chr21,chr21,14550000,14600000,14400000,14450000,1
chr21,chr21,14550000,14600000,14550000,14600000,1
chr21,chr21,14550000,14600000,15000000,15050000,1
chr21,chr21,14600000,14650000,14600000,14650000,1
chr21,chr21,14650000,14700000,14650000,14700000,1
chr21,chr21,14650000,14700000,14700000,14750000,1
chr21,chr21,14650000,14700000,15250000,15300000,1
chr21,chr21,14650000,14700000,15350000,15400000,1
chr21,chr21,14650000,14700000,20350000,20400000,1
chr21,chr21,14650000,14700000,24500000,24550000,1
chr21,chr21,14700000,14750000,14650000,14700000,1
chr21,chr21,14700000,14750000,14700000,14750000,1
chr21,chr21,14700000,14750000,15100000,15150000,1
chr21,chr21,14700000,14750000,15250000,15300000,1
chr21,chr21,14700000,14750000,24650000,24700000,1
chr21,chr21,14750000,14800000,14750000,14800000,1
chr21,chr21,14750000,14800000,19150000,19200000,1
chr21,chr21,14800000,14850000,14800000,14850000,1
chr21,chr21,14800000,14850000,21800000,21850000,1
chr21,chr21,14800000,14850000,27400000,27450000,1
chr21,chr21,14800000,14850000,28650000,28700000,1
chr21,chr21,14850000,14900000,14850000,14900000,1
chr21,chr21,14850000,14900000,18850000,18900000,1
chr21,chr21,14850000,14900000,19050000,19100000,1
chr21,chr21,14850000,14900000,19250000,19300000,1
chr21,chr21,14850000,14900000,19400000,19450000,1
chr21,chr21,14850000,14900000,19600000,19650000,1
chr21,chr21,14850000,14900000,20000000,20050000,1
chr21,chr21,14850000,14900000,20250000,20300000,1
chr21,chr21,14900000,14950000,14400000,14450000,1
chr21,chr21,14900000,14950000,14450000,14500000,1
chr21,chr21,14900000,14950000,14900000,14950000,1
chr21,chr21,14900000,14950000,15000000,15050000,1
chr21,chr21,14950000,15000000,14950000,15000000,1
chr21,chr21,14950000,15000000,18400000,18450000,1
chr21,chr21,14950000,15000000,22550000,22600000,1
chr21,chr21,14950000,15000000,22600000,22650000,1
chr21,chr21,14950000,15000000,22650000,22700000,1
chr21,chr21,14950000,15000000,22700000,22750000,1
chr21,chr21,14950000,15000000,23400000,23450000,1
chr21,chr21,14950000,15000000,29650000,29700000,1
chr21,chr21,15000000,15050000,14150000,14200000,1
chr21,chr21,15000000,15050000,14400000,14450000,1
chr21,chr21,15000000,15050000,14550000,14600000,1
chr21,chr21,15000000,15050000,14900000,14950000,1
chr21,chr21,15000000,15050000,15000000,15050000,1
chr21,chr21,15050000,15100000,15050000,15100000,1
chr21,chr21,15100000,15150000,14700000,14750000,1
chr21,chr21,15100000,15150000,15100000,15150000,1
chr21,chr21,15100000,15150000,15300000,15350000,1
chr21,chr21,15150000,15200000,15150000,15200000,1
chr21,chr21,15200000,15250000,15200000,15250000,1
chr21,chr21,15200000,15250000,15600000,15650000,1
chr21,chr21,15200000,15250000,15750000,15800000,1
chr21,chr21,15200000,15250000,16000000,16050000,1
chr21,chr21,15250000,15300000,14650000,14700000,1
chr21,chr21,15250000,15300000,14700000,14750000,1
chr21,chr21,15250000,15300000,15250000,15300000,1
chr21,chr21,15250000,15300000,24500000,24550000,1
chr21,chr21,15300000,15350000,15100000,15150000,1
chr21,chr21,15300000,15350000,15300000,15350000,1
chr21,chr21,15300000,15350000,15450000,15500000,1
chr21,chr21,15350000,15400000,14650000,14700000,1
chr21,chr21,15350000,15400000,15350000,15400000,1
chr21,chr21,15350000,15400000,15450000,15500000,1
chr21,chr21,15400000,15450000,15400000,15450000,1
chr21,chr21,15400000,15450000,15450000,15500000,1
chr21,chr21,15400000,15450000,15550000,15600000,1
chr21,chr21,15450000,15500000,15300000,15350000,1
chr21,chr21,15450000,15500000,15350000,15400000,1
chr21,chr21,15450000,15500000,15400000,15450000,1
chr21,chr21,15450000,15500000,15450000,15500000,1
chr21,chr21,15500000,15550000,15500000,15550000,1
chr21,chr21,15500000,15550000,15550000,15600000,1
chr21,chr21,15500000,15550000,15750000,15800000,1
chr21,chr21,15550000,15600000,15400000,15450000,1
chr21,chr21,15550000,15600000,15500000,15550000,1
chr21,chr21,15550000,15600000,15550000,15600000,1
chr21,chr21,15600000,15650000,15200000,15250000,1
chr21,chr21,15600000,15650000,15600000,15650000,1
chr21,chr21,15600000,15650000,15750000,15800000,1
chr21,chr21,15600000,15650000,16000000,16050000,1
chr21,chr21,15650000,15700000,15650000,15700000,1
chr21,chr21,15650000,15700000,15700000,15750000,1
chr21,chr21,15650000,15700000,15800000,15850000,1
chr21,chr21,15700000,15750000,15650000,15700000,1
chr21,chr21,15700000,15750000,15700000,15750000,1
chr21,chr21,15700000,15750000,15800000,15850000,1
chr21,chr21,15700000,15750000,15850000,15900000,1
chr21,chr21,15750000,15800000,15200000,15250000,1
chr21,chr21,15750000,15800000,15500000,15550000,1
chr21,chr21,15750000,15800000,15600000,15650000,1
chr21,chr21,15750000,15800000,15750000,15800000,1
chr21,chr21,15750000,15800000,15950000,16000000,1
chr21,chr21,15750000,15800000,16000000,16050000,1
chr21,chr21,15800000,15850000,15650000,15700000,1
chr21,chr21,15800000,15850000,15700000,15750000,1
chr21,chr21,15800000,15850000,15800000,15850000,1
chr21,chr21,15800000,15850000,15850000,15900000,1
chr21,chr21,15850000,15900000,15700000,15750000,1
chr21,chr21,15850000,15900000,15800000,15850000,1
chr21,chr21,15850000,15900000,15850000,15900000,1
chr21,chr21,15900000,15950000,10400000,10450000,1
chr21,chr21,15900000,15950000,15900000,15950000,1
chr21,chr21,15950000,16000000,15750000,15800000,1
chr21,chr21,15950000,16000000,15950000,16000000,1
chr21,chr21,15950000,16000000,16000000,16050000,1
chr21,chr21,16000000,16050000,15200000,15250000,1
chr21,chr21,16000000,16050000,15600000,15650000,1
