chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	430.3370771848505
chr21	28000000	28030000	chr21	28060000	28090000	829.0765947727629
chr21	28000000	28030000	chr21	28090000	28120000	813.6080137265119
chr21	28000000	28030000	chr21	28120000	28150000	
chr21	28000000	28030000	chr21	28150000	28180000	1003.0643050173802
chr21	28000000	28030000	chr21	28180000	28210000	1012.8894312806309
chr21	28000000	28030000	chr21	28210000	28240000	439.96136193988673
chr21	28000000	28030000	chr21	28240000	28270000	467.021412785324
chr21	28000000	28030000	chr21	28270000	28300000	502.7961813697475
chr21	28000000	28030000	chr21	28300000	28330000	104.40785411069419
chr21	28000000	28030000	chr21	28330000	28360000	142.12670403551894
chr21	28000000	28030000	chr21	28360000	28390000	159.15087181665075
chr21	28000000	28030000	chr21	28390000	28420000	282.57034522398135
chr21	28000000	28030000	chr21	28420000	28450000	218.57264238691906
chr21	28000000	28030000	chr21	28450000	28480000	383.04307851728635
chr21	28000000	28030000	chr21	28480000	28510000	420.8527058247339
chr21	28000000	28030000	chr21	28510000	28540000	
chr21	28000000	28030000	chr21	28540000	28570000	150.12994371543607
chr21	28000000	28030000	chr21	28570000	28600000	111.76314240392492
chr21	28000000	28030000	chr21	28600000	28630000	135.55072851150598
chr21	28000000	28030000	chr21	28630000	28660000	245.47301277329856
chr21	28000000	28030000	chr21	28660000	28690000	
chr21	28000000	28030000	chr21	28690000	28720000	411.45838185653724
chr21	28000000	28030000	chr21	28720000	28750000	483.6827472631208
chr21	28000000	28030000	chr21	28750000	28780000	469.7105491683149
chr21	28000000	28030000	chr21	28780000	28810000	723.160424802132
chr21	28000000	28030000	chr21	28810000	28840000	694.1311115344132
chr21	28000000	28030000	chr21	28840000	28870000	956.1720556468904
chr21	28000000	28030000	chr21	28870000	28900000	704.1349302512978
chr21	28000000	28030000	chr21	28900000	28930000	849.9299971174097
chr21	28000000	28030000	chr21	28930000	28960000	814.5514102866681
chr21	28000000	28030000	chr21	28960000	28990000	762.6768647336826
chr21	28000000	28030000	chr21	28990000	29020000	784.063135212975
chr21	28000000	28030000	chr21	29020000	29050000	815.5403116952589
chr21	28000000	28030000	chr21	29050000	29080000	756.0780383002802
chr21	28000000	28030000	chr21	29080000	29110000	575.0347815567333
chr21	28000000	28030000	chr21	29110000	29140000	674.668066533462
chr21	28000000	28030000	chr21	29140000	29170000	727.6221546929422
chr21	28000000	28030000	chr21	29170000	29200000	698.8605011016147
chr21	28000000	28030000	chr21	29200000	29230000	614.3297160320344
chr21	28000000	28030000	chr21	29230000	29260000	723.0739934474203
