chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	349.6598346965233
chr21	28000000	28030000	chr21	28060000	28090000	292.99488050134937
chr21	28000000	28030000	chr21	28090000	28120000	524.8590286924671
chr21	28000000	28030000	chr21	28120000	28150000	527.6788796228252
chr21	28000000	28030000	chr21	28150000	28180000	318.01572288174685
chr21	28000000	28030000	chr21	28180000	28210000	384.56988961695896
chr21	28000000	28030000	chr21	28210000	28240000	216.14347087062333
chr21	28000000	28030000	chr21	28240000	28270000	146.79918255903198
chr21	28000000	28030000	chr21	28270000	28300000	915.3917194294473
chr21	28000000	28030000	chr21	28300000	28330000	132.0075755401939
chr21	28000000	28030000	chr21	28330000	28360000	226.04424345689495
chr21	28000000	28030000	chr21	28360000	28390000	561.2717701791174
chr21	28000000	28030000	chr21	28390000	28420000	201.72753902231594
chr21	28000000	28030000	chr21	28420000	28450000	205.1365398947735
chr21	28000000	28030000	chr21	28450000	28480000	158.30350596243912
chr21	28000000	28030000	chr21	28480000	28510000	257.3985236942901
chr21	28000000	28030000	chr21	28510000	28540000	
chr21	28000000	28030000	chr21	28540000	28570000	481.32940903294076
chr21	28000000	28030000	chr21	28570000	28600000	359.41062866865803
chr21	28000000	28030000	chr21	28600000	28630000	271.51611370229944
chr21	28000000	28030000	chr21	28630000	28660000	365.77315374422983
chr21	28000000	28030000	chr21	28660000	28690000	546.3716683723635
chr21	28000000	28030000	chr21	28690000	28720000	
chr21	28000000	28030000	chr21	28720000	28750000	
chr21	28000000	28030000	chr21	28750000	28780000	771.7318187038811
chr21	28000000	28030000	chr21	28780000	28810000	791.8989834568548
chr21	28000000	28030000	chr21	28810000	28840000	901.0504980299384
chr21	28000000	28030000	chr21	28840000	28870000	775.995489677614
chr21	28000000	28030000	chr21	28870000	28900000	800.5710461914045
chr21	28000000	28030000	chr21	28900000	28930000	843.7452222086949
chr21	28000000	28030000	chr21	28930000	28960000	925.2291608028792
chr21	28000000	28030000	chr21	28960000	28990000	
chr21	28000000	28030000	chr21	28990000	29020000	927.5332878123567
