chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	626.9138696822714
chr21	28000000	28030000	chr21	28060000	28090000	
chr21	28000000	28030000	chr21	28090000	28120000	257.8584883225681
chr21	28000000	28030000	chr21	28120000	28150000	463.0043196342773
chr21	28000000	28030000	chr21	28150000	28180000	336.4372155395416
chr21	28000000	28030000	chr21	28180000	28210000	404.6294601237038
chr21	28000000	28030000	chr21	28210000	28240000	448.68140144204773
chr21	28000000	28030000	chr21	28240000	28270000	473.829083109089
chr21	28000000	28030000	chr21	28270000	28300000	547.1133337801227
chr21	28000000	28030000	chr21	28300000	28330000	604.8421281623826
chr21	28000000	28030000	chr21	28330000	28360000	702.1830245740779
chr21	28000000	28030000	chr21	28360000	28390000	571.4840330227959
chr21	28000000	28030000	chr21	28390000	28420000	574.9904347030479
chr21	28000000	28030000	chr21	28420000	28450000	772.4072759885163
chr21	28000000	28030000	chr21	28450000	28480000	779.5184410903953
chr21	28000000	28030000	chr21	28480000	28510000	914.4998633132757
chr21	28000000	28030000	chr21	28510000	28540000	788.0748695396903
chr21	28000000	28030000	chr21	28540000	28570000	1116.7981017175844
chr21	28000000	28030000	chr21	28570000	28600000	1398.1705904502498
chr21	28000000	28030000	chr21	28600000	28630000	1414.978445065507
chr21	28000000	28030000	chr21	28630000	28660000	1316.1812185257772
chr21	28000000	28030000	chr21	28660000	28690000	1885.650285710476
chr21	28000000	28030000	chr21	28690000	28720000	1572.9777493658326
chr21	28000000	28030000	chr21	28720000	28750000	1496.2917496263888
chr21	28000000	28030000	chr21	28750000	28780000	1604.5186193996005
chr21	28000000	28030000	chr21	28780000	28810000	1634.0969983449575
chr21	28000000	28030000	chr21	28810000	28840000	1783.7513840218878
chr21	28000000	28030000	chr21	28840000	28870000	1804.7099489945747
chr21	28000000	28030000	chr21	28870000	28900000	
chr21	28000000	28030000	chr21	28900000	28930000	1860.2072465185163
chr21	28000000	28030000	chr21	28930000	28960000	1993.6694811327177
chr21	28000000	28030000	chr21	28960000	28990000	2107.4619806772316
chr21	28000000	28030000	chr21	28990000	29020000	2044.000978473347
chr21	28000000	28030000	chr21	29020000	29050000	2238.318118588151
chr21	28000000	28030000	chr21	29050000	29080000	
chr21	28000000	28030000	chr21	29080000	29110000	2617.407878035061
chr21	28000000	28030000	chr21	29110000	29140000	2250.6556822401776
chr21	28000000	28030000	chr21	29140000	29170000	2488.6008117012257
chr21	28000000	28030000	chr21	29170000	29200000	2213.9200527570997
chr21	28000000	28030000	chr21	29200000	29230000	2213.7158805953395
chr21	28000000	28030000	chr21	29230000	29260000	2076.8384626638635
chr21	28000000	28030000	chr21	29260000	29290000	2071.7907712894175
chr21	28000000	28030000	chr21	29290000	29320000	
chr21	28000000	28030000	chr21	29320000	29350000	1627.530030444907
chr21	28000000	28030000	chr21	29350000	29380000	1503.1160966472285
chr21	28000000	28030000	chr21	29380000	29410000	1483.1469920409104
chr21	28000000	28030000	chr21	29410000	29440000	1295.804383385085
chr21	28000000	28030000	chr21	29440000	29470000	
chr21	28000000	28030000	chr21	29470000	29500000	1246.6651515142307
chr21	28000000	28030000	chr21	29500000	29530000	1085.8010867557648
chr21	28000000	28030000	chr21	29530000	29560000	1032.6277160719637
