chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	163.29727493133498
chr21	28000000	28030000	chr21	28060000	28090000	243.74987179483807
chr21	28000000	28030000	chr21	28090000	28120000	263.0095055316442
chr21	28000000	28030000	chr21	28120000	28150000	
chr21	28000000	28030000	chr21	28150000	28180000	185.9919353090343
chr21	28000000	28030000	chr21	28180000	28210000	177.09037240911772
chr21	28000000	28030000	chr21	28210000	28240000	91.98912979260103
chr21	28000000	28030000	chr21	28240000	28270000	274.00182481144174
chr21	28000000	28030000	chr21	28270000	28300000	248.276056034407
chr21	28000000	28030000	chr21	28300000	28330000	253.33179824096302
chr21	28000000	28030000	chr21	28330000	28360000	210.63238117630442
chr21	28000000	28030000	chr21	28360000	28390000	211.7167919651155
chr21	28000000	28030000	chr21	28390000	28420000	202.50925904758034
chr21	28000000	28030000	chr21	28420000	28450000	431.95717380314454
chr21	28000000	28030000	chr21	28450000	28480000	255.58168948498638
chr21	28000000	28030000	chr21	28480000	28510000	172.2614292289484
chr21	28000000	28030000	chr21	28510000	28540000	
chr21	28000000	28030000	chr21	28540000	28570000	
chr21	28000000	28030000	chr21	28570000	28600000	420.42121735231206
chr21	28000000	28030000	chr21	28600000	28630000	445.93945777425887
chr21	28000000	28030000	chr21	28630000	28660000	314.67125702866474
chr21	28000000	28030000	chr21	28660000	28690000	289.03287010303865
chr21	28000000	28030000	chr21	28690000	28720000	215.9143348645476
chr21	28000000	28030000	chr21	28720000	28750000	176.459627110566
chr21	28000000	28030000	chr21	28750000	28780000	255.2116768488464
chr21	28000000	28030000	chr21	28780000	28810000	339.0545678795671
chr21	28000000	28030000	chr21	28810000	28840000	340.2499081557554
chr21	28000000	28030000	chr21	28840000	28870000	349.94428127917735
chr21	28000000	28030000	chr21	28870000	28900000	324.67060230331913
chr21	28000000	28030000	chr21	28900000	28930000	
chr21	28000000	28030000	chr21	28930000	28960000	377.91533443352097
chr21	28000000	28030000	chr21	28960000	28990000	370.0175671505341
chr21	28000000	28030000	chr21	28990000	29020000	501.01896171701924
chr21	28000000	28030000	chr21	29020000	29050000	732.8608326278598
chr21	28000000	28030000	chr21	29050000	29080000	
chr21	28000000	28030000	chr21	29080000	29110000	441.53708790995125
chr21	28000000	28030000	chr21	29110000	29140000	484.7968646763302
chr21	28000000	28030000	chr21	29140000	29170000	
chr21	28000000	28030000	chr21	29170000	29200000	672.1688775895534
chr21	28000000	28030000	chr21	29200000	29230000	531.7894320123332
chr21	28000000	28030000	chr21	29230000	29260000	699.3096595929445
chr21	28000000	28030000	chr21	29260000	29290000	795.6280538040372
chr21	28000000	28030000	chr21	29290000	29320000	760.2769232325811
chr21	28000000	28030000	chr21	29320000	29350000	1551.9758374407766
chr21	28000000	28030000	chr21	29350000	29380000	591.6029073627005
chr21	28000000	28030000	chr21	29380000	29410000	276.09780875624494
chr21	28000000	28030000	chr21	29410000	29440000	300.72412606906016
chr21	28000000	28030000	chr21	29440000	29470000	326.2728919171803
chr21	28000000	28030000	chr21	29470000	29500000	472.3579151448613
chr21	28000000	28030000	chr21	29500000	29530000	441.1110971172682
chr21	28000000	28030000	chr21	29530000	29560000	576.9965337850826
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	
chr21	28000000	28030000	chr21	29620000	29650000	699.8092597272488
chr21	28000000	28030000	chr21	29650000	29680000	756.4938862938682
chr21	28000000	28030000	chr21	29680000	29710000	708.7644178427695
chr21	28000000	28030000	chr21	29710000	29740000	594.4863328958875
chr21	28000000	28030000	chr21	29740000	29770000	552.896011922676
chr21	28000000	28030000	chr21	29770000	29800000	1252.832391024434
chr21	28000000	28030000	chr21	29800000	29830000	239.2174742781137
chr21	28000000	28030000	chr21	29830000	29860000	324.97846082471375
chr21	28000000	28030000	chr21	29860000	29890000	567.7340926877653
chr21	28000000	28030000	chr21	29890000	29920000	342.1271693391216
chr21	28000000	28030000	chr21	29920000	29950000	
chr21	28030000	28060000	chr21	28030000	28060000	0.0
chr21	28030000	28060000	chr21	28060000	28090000	225.32199182503248
chr21	28030000	28060000	chr21	28090000	28120000	172.84675293449976
chr21	28030000	28060000	chr21	28120000	28150000	
chr21	28030000	28060000	chr21	28150000	28180000	99.34284070832683
chr21	28030000	28060000	chr21	28180000	28210000	82.34682750416071
chr21	28030000	28060000	chr21	28210000	28240000	183.7443876693925
chr21	28030000	28060000	chr21	28240000	28270000	215.0744057297381
chr21	28030000	28060000	chr21	28270000	28300000	92.87087810503355
chr21	28030000	28060000	chr21	28300000	28330000	157.50872991678906
chr21	28030000	28060000	chr21	28330000	28360000	154.93869755487168
chr21	28030000	28060000	chr21	28360000	28390000	200.84322243979258
chr21	28030000	28060000	chr21	28390000	28420000	190.79832284378182
chr21	28030000	28060000	chr21	28420000	28450000	568.8312579315592
chr21	28030000	28060000	chr21	28450000	28480000	218.7007087322764
chr21	28030000	28060000	chr21	28480000	28510000	104.60401521930217
