chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	1022.3790882055442
chr21	28000000	28030000	chr21	28060000	28090000	715.7611333398874
chr21	28000000	28030000	chr21	28090000	28120000	691.6371881268386
chr21	28000000	28030000	chr21	28120000	28150000	715.816317221115
chr21	28000000	28030000	chr21	28150000	28180000	733.3880282633471
chr21	28000000	28030000	chr21	28180000	28210000	618.7503535352525
chr21	28000000	28030000	chr21	28210000	28240000	872.2356333010019
chr21	28000000	28030000	chr21	28240000	28270000	632.3527496579737
chr21	28000000	28030000	chr21	28270000	28300000	490.72497389067127
chr21	28000000	28030000	chr21	28300000	28330000	1172.93819103992
chr21	28000000	28030000	chr21	28330000	28360000	824.597477561022
chr21	28000000	28030000	chr21	28360000	28390000	1039.4007889163834
chr21	28000000	28030000	chr21	28390000	28420000	1226.3775927502916
chr21	28000000	28030000	chr21	28420000	28450000	1086.1003636865241
chr21	28000000	28030000	chr21	28450000	28480000	912.2921681128256
chr21	28000000	28030000	chr21	28480000	28510000	1000.4503985705638
chr21	28000000	28030000	chr21	28510000	28540000	1409.9606377484445
chr21	28000000	28030000	chr21	28540000	28570000	1402.3940245166477
chr21	28000000	28030000	chr21	28570000	28600000	1002.1796246182618
chr21	28000000	28030000	chr21	28600000	28630000	1454.5150394547318
chr21	28000000	28030000	chr21	28630000	28660000	1304.070933653534
chr21	28000000	28030000	chr21	28660000	28690000	1300.227672371266
chr21	28000000	28030000	chr21	28690000	28720000	1300.650606427414
chr21	28000000	28030000	chr21	28720000	28750000	1409.9042520682033
chr21	28000000	28030000	chr21	28750000	28780000	1346.5013924983516
chr21	28000000	28030000	chr21	28780000	28810000	1511.4221779502907
chr21	28000000	28030000	chr21	28810000	28840000	1363.9798385606732
chr21	28000000	28030000	chr21	28840000	28870000	1512.1630203122943
chr21	28000000	28030000	chr21	28870000	28900000	1490.4046430416138
chr21	28000000	28030000	chr21	28900000	28930000	1546.9356806279957
chr21	28000000	28030000	chr21	28930000	28960000	1630.7795681820398
chr21	28000000	28030000	chr21	28960000	28990000	1649.1418980791193
chr21	28000000	28030000	chr21	28990000	29020000	1671.4203540701544
chr21	28000000	28030000	chr21	29020000	29050000	1689.0935438867796
chr21	28000000	28030000	chr21	29050000	29080000	1713.295654579209
chr21	28000000	28030000	chr21	29080000	29110000	1659.1772057257779
chr21	28000000	28030000	chr21	29110000	29140000	1614.687895538949
chr21	28000000	28030000	chr21	29140000	29170000	1590.208476898548
chr21	28000000	28030000	chr21	29170000	29200000	1755.39454254592
chr21	28000000	28030000	chr21	29200000	29230000	1567.2865085873736
chr21	28000000	28030000	chr21	29230000	29260000	1525.9950851821247
chr21	28000000	28030000	chr21	29260000	29290000	1533.6326157199449
chr21	28000000	28030000	chr21	29290000	29320000	982.5955424283178
chr21	28000000	28030000	chr21	29320000	29350000	1824.7668344202225
chr21	28000000	28030000	chr21	29350000	29380000	1571.9214356958175
chr21	28000000	28030000	chr21	29380000	29410000	1651.4560242404277
chr21	28000000	28030000	chr21	29410000	29440000	1724.5329802587135
chr21	28000000	28030000	chr21	29440000	29470000	
chr21	28000000	28030000	chr21	29470000	29500000	1246.3996148908263
chr21	28000000	28030000	chr21	29500000	29530000	1573.6867540905337
chr21	28000000	28030000	chr21	29530000	29560000	1609.3492473667734
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	
chr21	28000000	28030000	chr21	29620000	29650000	1474.7521825717024
chr21	28000000	28030000	chr21	29650000	29680000	1454.2836724655888
chr21	28000000	28030000	chr21	29680000	29710000	1357.0589522935252
chr21	28000000	28030000	chr21	29710000	29740000	1090.858835963664
chr21	28000000	28030000	chr21	29740000	29770000	1410.6441790898227
chr21	28000000	28030000	chr21	29770000	29800000	1480.8852082453927
chr21	28000000	28030000	chr21	29800000	29830000	1222.4013252610616
chr21	28000000	28030000	chr21	29830000	29860000	1446.3377890382314
chr21	28000000	28030000	chr21	29860000	29890000	1356.6403355348093
chr21	28000000	28030000	chr21	29890000	29920000	1382.7317165668835
chr21	28000000	28030000	chr21	29920000	29950000	
chr21	28030000	28060000	chr21	28030000	28060000	0.0
chr21	28030000	28060000	chr21	28060000	28090000	609.2790821946869
chr21	28030000	28060000	chr21	28090000	28120000	602.7014186145574
chr21	28030000	28060000	chr21	28120000	28150000	488.17005233832197
chr21	28030000	28060000	chr21	28150000	28180000	525.7385281677575
chr21	28030000	28060000	chr21	28180000	28210000	770.0668802123619
chr21	28030000	28060000	chr21	28210000	28240000	1442.8388683425464
chr21	28030000	28060000	chr21	28240000	28270000	742.631133201403
chr21	28030000	28060000	chr21	28270000	28300000	915.5042326499644
chr21	28030000	28060000	chr21	28300000	28330000	921.1053142827915
chr21	28030000	28060000	chr21	28330000	28360000	1303.3410911960077
chr21	28030000	28060000	chr21	28360000	28390000	1065.6814721106866
chr21	28030000	28060000	chr21	28390000	28420000	783.740390690693
chr21	28030000	28060000	chr21	28420000	28450000	505.5501953317791
chr21	28030000	28060000	chr21	28450000	28480000	899.6566011540181
chr21	28030000	28060000	chr21	28480000	28510000	949.5946503640382
chr21	28030000	28060000	chr21	28510000	28540000	697.6460420585786
chr21	28030000	28060000	chr21	28540000	28570000	850.8031499706616
chr21	28030000	28060000	chr21	28570000	28600000	692.4528864839831
chr21	28030000	28060000	chr21	28600000	28630000	837.8979651485018
chr21	28030000	28060000	chr21	28630000	28660000	827.7113023270855
chr21	28030000	28060000	chr21	28660000	28690000	1045.980401346029
chr21	28030000	28060000	chr21	28690000	28720000	997.702861577534
chr21	28030000	28060000	chr21	28720000	28750000	1175.328464728052
chr21	28030000	28060000	chr21	28750000	28780000	1147.0313857955239
chr21	28030000	28060000	chr21	28780000	28810000	1287.4494164820612
chr21	28030000	28060000	chr21	28810000	28840000	1125.883652958866
chr21	28030000	28060000	chr21	28840000	28870000	1226.4754379929507
chr21	28030000	28060000	chr21	28870000	28900000	1234.9902833625858
chr21	28030000	28060000	chr21	28900000	28930000	1313.6639600750261
chr21	28030000	28060000	chr21	28930000	28960000	1344.9925650352125
chr21	28030000	28060000	chr21	28960000	28990000	1427.4263553682902
chr21	28030000	28060000	chr21	28990000	29020000	1348.1858180532831
chr21	28030000	28060000	chr21	29020000	29050000	1475.955961402643
chr21	28030000	28060000	chr21	29050000	29080000	1506.9376231284425
chr21	28030000	28060000	chr21	29080000	29110000	1449.2818911447146
chr21	28030000	28060000	chr21	29110000	29140000	1450.8418245970165
chr21	28030000	28060000	chr21	29140000	29170000	1423.4071799734606
chr21	28030000	28060000	chr21	29170000	29200000	1601.4708864041206
chr21	28030000	28060000	chr21	29200000	29230000	1284.6696073310056
chr21	28030000	28060000	chr21	29230000	29260000	1152.6118167015295
chr21	28030000	28060000	chr21	29260000	29290000	874.2459608142321
chr21	28030000	28060000	chr21	29290000	29320000	968.1038167469437
chr21	28030000	28060000	chr21	29320000	29350000	1410.503810700276
chr21	28030000	28060000	chr21	29350000	29380000	1164.2808939426945
chr21	28030000	28060000	chr21	29380000	29410000	1352.3357571254262
chr21	28030000	28060000	chr21	29410000	29440000	1493.8932358103775
chr21	28030000	28060000	chr21	29440000	29470000	
chr21	28030000	28060000	chr21	29470000	29500000	1056.8003595760176
chr21	28030000	28060000	chr21	29500000	29530000	1368.4403531027576
chr21	28030000	28060000	chr21	29530000	29560000	1463.8777271343397
chr21	28030000	28060000	chr21	29560000	29590000	
chr21	28030000	28060000	chr21	29590000	29620000	
chr21	28030000	28060000	chr21	29620000	29650000	1134.1503427676596
chr21	28030000	28060000	chr21	29650000	29680000	1122.4713804814803
chr21	28030000	28060000	chr21	29680000	29710000	1087.0464571489113
chr21	28030000	28060000	chr21	29710000	29740000	945.167709985905
chr21	28030000	28060000	chr21	29740000	29770000	988.5474191964693
chr21	28030000	28060000	chr21	29770000	29800000	1081.727322387671
chr21	28030000	28060000	chr21	29800000	29830000	786.0343503944341
chr21	28030000	28060000	chr21	29830000	29860000	892.4090990123308
chr21	28030000	28060000	chr21	29860000	29890000	828.6651917391004
chr21	28030000	28060000	chr21	29890000	29920000	979.1363541407295
chr21	28030000	28060000	chr21	29920000	29950000	
chr21	28060000	28090000	chr21	28060000	28090000	0.0
chr21	28060000	28090000	chr21	28090000	28120000	98.98484732523458
chr21	28060000	28090000	chr21	28120000	28150000	182.67183690979843
chr21	28060000	28090000	chr21	28150000	28180000	85.19389649499546
chr21	28060000	28090000	chr21	28180000	28210000	252.85173521255496
chr21	28060000	28090000	chr21	28210000	28240000	874.9679994148357
chr21	28060000	28090000	chr21	28240000	28270000	182.46095472730596
chr21	28060000	28090000	chr21	28270000	28300000	363.2588608692154
chr21	28060000	28090000	chr21	28300000	28330000	507.5687145599106
chr21	28060000	28090000	chr21	28330000	28360000	742.3658127904329
chr21	28060000	28090000	chr21	28360000	28390000	514.0369636514479
chr21	28060000	28090000	chr21	28390000	28420000	514.3714611056877
chr21	28060000	28090000	chr21	28420000	28450000	427.8200556308692
chr21	28060000	28090000	chr21	28450000	28480000	335.3878351997878
chr21	28060000	28090000	chr21	28480000	28510000	425.43507142688645
chr21	28060000	28090000	chr21	28510000	28540000	726.7262208012038
chr21	28060000	28090000	chr21	28540000	28570000	741.9669803973759
chr21	28060000	28090000	chr21	28570000	28600000	321.04516816174015
chr21	28060000	28090000	chr21	28600000	28630000	745.9075009677808
chr21	28060000	28090000	chr21	28630000	28660000	642.0506210572497
chr21	28060000	28090000	chr21	28660000	28690000	666.9947526030471
chr21	28060000	28090000	chr21	28690000	28720000	637.876163530195
chr21	28060000	28090000	chr21	28720000	28750000	800.2787014534374
chr21	28060000	28090000	chr21	28750000	28780000	896.8857229324146
chr21	28060000	28090000	chr21	28780000	28810000	1021.2742041195401
chr21	28060000	28090000	chr21	28810000	28840000	763.2961417431638
chr21	28060000	28090000	chr21	28840000	28870000	928.2429638839176
chr21	28060000	28090000	chr21	28870000	28900000	939.7042087806141
chr21	28060000	28090000	chr21	28900000	28930000	1006.3498397674638
chr21	28060000	28090000	chr21	28930000	28960000	1026.6800864923796
chr21	28060000	28090000	chr21	28960000	28990000	1095.584318982341
chr21	28060000	28090000	chr21	28990000	29020000	1065.2276751943689
chr21	28060000	28090000	chr21	29020000	29050000	1134.288763939765
chr21	28060000	28090000	chr21	29050000	29080000	1162.3751545865043
chr21	28060000	28090000	chr21	29080000	29110000	1096.7419933603344
chr21	28060000	28090000	chr21	29110000	29140000	1061.8686359432602
chr21	28060000	28090000	chr21	29140000	29170000	1034.2925118166524
chr21	28060000	28090000	chr21	29170000	29200000	1183.7964352032827
chr21	28060000	28090000	chr21	29200000	29230000	923.2339898422284
chr21	28060000	28090000	chr21	29230000	29260000	846.4815414408042
chr21	28060000	28090000	chr21	29260000	29290000	862.6036169643621
chr21	28060000	28090000	chr21	29290000	29320000	449.2393571360372
chr21	28060000	28090000	chr21	29320000	29350000	1158.6026065912333
chr21	28060000	28090000	chr21	29350000	29380000	888.1818507490457
chr21	28060000	28090000	chr21	29380000	29410000	1007.1568894665816
chr21	28060000	28090000	chr21	29410000	29440000	1109.2853555330116
chr21	28060000	28090000	chr21	29440000	29470000	
chr21	28060000	28090000	chr21	29470000	29500000	630.5315218131445
chr21	28060000	28090000	chr21	29500000	29530000	970.8264520500046
chr21	28060000	28090000	chr21	29530000	29560000	1035.7630037803049
chr21	28060000	28090000	chr21	29560000	29590000	
chr21	28060000	28090000	chr21	29590000	29620000	
chr21	28060000	28090000	chr21	29620000	29650000	829.1827301626585
chr21	28060000	28090000	chr21	29650000	29680000	808.6736053563267
chr21	28060000	28090000	chr21	29680000	29710000	713.7093245852964
chr21	28060000	28090000	chr21	29710000	29740000	482.69762792041973
chr21	28060000	28090000	chr21	29740000	29770000	745.8826985525271
chr21	28060000	28090000	chr21	29770000	29800000	804.7366028707778
chr21	28060000	28090000	chr21	29800000	29830000	563.1101135657217
chr21	28060000	28090000	chr21	29830000	29860000	763.9666223075455
chr21	28060000	28090000	chr21	29860000	29890000	670.8822549449344
chr21	28060000	28090000	chr21	29890000	29920000	707.2545510634767
chr21	28060000	28090000	chr21	29920000	29950000	
chr21	28090000	28120000	chr21	28090000	28120000	0.0
chr21	28090000	28120000	chr21	28120000	28150000	124.3342269851709
chr21	28090000	28120000	chr21	28150000	28180000	131.24785712536413
chr21	28090000	28120000	chr21	28180000	28210000	322.36935338211043
chr21	28090000	28120000	chr21	28210000	28240000	848.9057662661976
chr21	28090000	28120000	chr21	28240000	28270000	247.85883078881818
chr21	28090000	28120000	chr21	28270000	28300000	357.0952253951318
chr21	28090000	28120000	chr21	28300000	28330000	535.2588159012423
