chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	52.848841046895245
chr21	28000000	28030000	chr21	28060000	28090000	236.29430801439125
chr21	28000000	28030000	chr21	28090000	28120000	55.226805085936306
chr21	28000000	28030000	chr21	28120000	28150000	155.58920271021378
chr21	28000000	28030000	chr21	28150000	28180000	200.4145703286066
chr21	28000000	28030000	chr21	28180000	28210000	244.8775204056101
chr21	28000000	28030000	chr21	28210000	28240000	593.4627199748944
chr21	28000000	28030000	chr21	28240000	28270000	269.462427807663
chr21	28000000	28030000	chr21	28270000	28300000	311.8172541730172
chr21	28000000	28030000	chr21	28300000	28330000	294.76770515102226
chr21	28000000	28030000	chr21	28330000	28360000	490.58536464105816
chr21	28000000	28030000	chr21	28360000	28390000	772.2700304945156
chr21	28000000	28030000	chr21	28390000	28420000	577.7577346950883
chr21	28000000	28030000	chr21	28420000	28450000	680.9882524684255
chr21	28000000	28030000	chr21	28450000	28480000	489.8193544563138
chr21	28000000	28030000	chr21	28480000	28510000	916.2275918133005
chr21	28000000	28030000	chr21	28510000	28540000	479.01774497402494
chr21	28000000	28030000	chr21	28540000	28570000	532.6368368785621
chr21	28000000	28030000	chr21	28570000	28600000	645.2604125467484
chr21	28000000	28030000	chr21	28600000	28630000	512.3172845024849
chr21	28000000	28030000	chr21	28630000	28660000	396.9143484430866
chr21	28000000	28030000	chr21	28660000	28690000	426.7434826684527
chr21	28000000	28030000	chr21	28690000	28720000	623.9879806534738
chr21	28000000	28030000	chr21	28720000	28750000	1295.016988305559
chr21	28000000	28030000	chr21	28750000	28780000	1126.92768179684
chr21	28000000	28030000	chr21	28780000	28810000	1156.0160033494346
chr21	28000000	28030000	chr21	28810000	28840000	1282.7490011689738
chr21	28000000	28030000	chr21	28840000	28870000	1093.8729359482297
chr21	28000000	28030000	chr21	28870000	28900000	1049.960475446576
chr21	28000000	28030000	chr21	28900000	28930000	1090.8386681815052
chr21	28000000	28030000	chr21	28930000	28960000	1177.5444789900719
chr21	28000000	28030000	chr21	28960000	28990000	1233.1135389736016
chr21	28000000	28030000	chr21	28990000	29020000	1217.2136213500078
chr21	28000000	28030000	chr21	29020000	29050000	1264.223477079903
chr21	28000000	28030000	chr21	29050000	29080000	
chr21	28000000	28030000	chr21	29080000	29110000	1117.2085749760427
chr21	28000000	28030000	chr21	29110000	29140000	998.3711734620547
chr21	28000000	28030000	chr21	29140000	29170000	1226.3555764948435
chr21	28000000	28030000	chr21	29170000	29200000	1214.7267182374808
chr21	28000000	28030000	chr21	29200000	29230000	1143.8129217664923
chr21	28000000	28030000	chr21	29230000	29260000	1158.1476589796312
chr21	28000000	28030000	chr21	29260000	29290000	1032.6601570700789
chr21	28000000	28030000	chr21	29290000	29320000	1068.242481836404
chr21	28000000	28030000	chr21	29320000	29350000	1068.384762152662
chr21	28000000	28030000	chr21	29350000	29380000	1104.362712155748
chr21	28000000	28030000	chr21	29380000	29410000	1102.9981867618822
chr21	28000000	28030000	chr21	29410000	29440000	1104.0638568488691
chr21	28000000	28030000	chr21	29440000	29470000	
chr21	28000000	28030000	chr21	29470000	29500000	915.487301932692
chr21	28000000	28030000	chr21	29500000	29530000	1007.7708072771309
chr21	28000000	28030000	chr21	29530000	29560000	801.7144129925568
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	725.4474481311516
chr21	28000000	28030000	chr21	29620000	29650000	759.6749304801364
chr21	28000000	28030000	chr21	29650000	29680000	655.2251521423761
chr21	28000000	28030000	chr21	29680000	29710000	837.4061141405645
chr21	28000000	28030000	chr21	29710000	29740000	720.8980510446675
chr21	28000000	28030000	chr21	29740000	29770000	542.2416435501796
chr21	28000000	28030000	chr21	29770000	29800000	518.9325582385442
chr21	28000000	28030000	chr21	29800000	29830000	660.5399306627874
chr21	28000000	28030000	chr21	29830000	29860000	446.14347468051125
chr21	28000000	28030000	chr21	29860000	29890000	448.98997761642744
chr21	28000000	28030000	chr21	29890000	29920000	347.7024590076981
chr21	28000000	28030000	chr21	29920000	29950000	
chr21	28030000	28060000	chr21	28030000	28060000	0.0
chr21	28030000	28060000	chr21	28060000	28090000	190.12101409365562
chr21	28030000	28060000	chr21	28090000	28120000	14.247806848775006
chr21	28030000	28060000	chr21	28120000	28150000	105.49407566304374
chr21	28030000	28060000	chr21	28150000	28180000	252.56484315913804
chr21	28030000	28060000	chr21	28180000	28210000	297.4390693906905
chr21	28030000	28060000	chr21	28210000	28240000	598.8480608635216
chr21	28030000	28060000	chr21	28240000	28270000	318.4603586005643
chr21	28030000	28060000	chr21	28270000	28300000	362.0096683791746
chr21	28030000	28060000	chr21	28300000	28330000	345.86268951709724
chr21	28030000	28060000	chr21	28330000	28360000	538.0343855182492
chr21	28030000	28060000	chr21	28360000	28390000	822.8985356652423
chr21	28030000	28060000	chr21	28390000	28420000	622.9101058740338
chr21	28030000	28060000	chr21	28420000	28450000	731.1702948014231
chr21	28030000	28060000	chr21	28450000	28480000	537.6634635159804
chr21	28030000	28060000	chr21	28480000	28510000	957.8799507245154
chr21	28030000	28060000	chr21	28510000	28540000	523.1548527921728
chr21	28030000	28060000	chr21	28540000	28570000	575.9210015271192
chr21	28030000	28060000	chr21	28570000	28600000	692.6658646129459
chr21	28030000	28060000	chr21	28600000	28630000	557.4639001765047
chr21	28030000	28060000	chr21	28630000	28660000	437.2344908627406
chr21	28030000	28060000	chr21	28660000	28690000	456.7154475162845
chr21	28030000	28060000	chr21	28690000	28720000	648.9298883546666
chr21	28030000	28060000	chr21	28720000	28750000	1337.3922386495294
chr21	28030000	28060000	chr21	28750000	28780000	1171.0324504470404
chr21	28030000	28060000	chr21	28780000	28810000	1198.5549632786976
chr21	28030000	28060000	chr21	28810000	28840000	1324.6154158849276
chr21	28030000	28060000	chr21	28840000	28870000	1133.7199830646014
chr21	28030000	28060000	chr21	28870000	28900000	1094.870768629796
chr21	28030000	28060000	chr21	28900000	28930000	1130.5317333007508
chr21	28030000	28060000	chr21	28930000	28960000	1217.8119723504117
chr21	28030000	28060000	chr21	28960000	28990000	1274.1255825074702
chr21	28030000	28060000	chr21	28990000	29020000	1260.486414048164
chr21	28030000	28060000	chr21	29020000	29050000	1307.2367803883121
chr21	28030000	28060000	chr21	29050000	29080000	
chr21	28030000	28060000	chr21	29080000	29110000	1164.8493464821963
