chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	971.940841821147
chr21	28000000	28030000	chr21	28060000	28090000	878.8253523880612
chr21	28000000	28030000	chr21	28090000	28120000	497.0653880527189
chr21	28000000	28030000	chr21	28120000	28150000	615.2373525721597
chr21	28000000	28030000	chr21	28150000	28180000	564.018616714023
chr21	28000000	28030000	chr21	28180000	28210000	537.2950772154906
chr21	28000000	28030000	chr21	28210000	28240000	547.3755566336516
chr21	28000000	28030000	chr21	28240000	28270000	476.37065400798986
chr21	28000000	28030000	chr21	28270000	28300000	408.5009179916246
chr21	28000000	28030000	chr21	28300000	28330000	427.57572428752314
chr21	28000000	28030000	chr21	28330000	28360000	571.0210153750911
chr21	28000000	28030000	chr21	28360000	28390000	489.5886028085213
chr21	28000000	28030000	chr21	28390000	28420000	512.4099920961729
chr21	28000000	28030000	chr21	28420000	28450000	700.6297167548634
chr21	28000000	28030000	chr21	28450000	28480000	469.33570075160486
chr21	28000000	28030000	chr21	28480000	28510000	452.4621531133847
chr21	28000000	28030000	chr21	28510000	28540000	364.6107513499842
chr21	28000000	28030000	chr21	28540000	28570000	416.3940441456866
chr21	28000000	28030000	chr21	28570000	28600000	551.4145446032413
chr21	28000000	28030000	chr21	28600000	28630000	354.23297418506934
chr21	28000000	28030000	chr21	28630000	28660000	434.40188765704045
chr21	28000000	28030000	chr21	28660000	28690000	482.8498731489944
chr21	28000000	28030000	chr21	28690000	28720000	441.74879739508066
chr21	28000000	28030000	chr21	28720000	28750000	333.81581748023865
chr21	28000000	28030000	chr21	28750000	28780000	585.1837318312942
chr21	28000000	28030000	chr21	28780000	28810000	733.886912269186
chr21	28000000	28030000	chr21	28810000	28840000	707.7662043358669
chr21	28000000	28030000	chr21	28840000	28870000	1252.1685190101211
chr21	28000000	28030000	chr21	28870000	28900000	230.67292862405853
chr21	28000000	28030000	chr21	28900000	28930000	348.05890306096177
chr21	28000000	28030000	chr21	28930000	28960000	452.0442456220409
chr21	28000000	28030000	chr21	28960000	28990000	468.47198422104174
chr21	28000000	28030000	chr21	28990000	29020000	605.6409827612395
chr21	28000000	28030000	chr21	29020000	29050000	513.8511457611046
chr21	28000000	28030000	chr21	29050000	29080000	
chr21	28000000	28030000	chr21	29080000	29110000	319.2694786540048
chr21	28000000	28030000	chr21	29110000	29140000	329.84087072405083
chr21	28000000	28030000	chr21	29140000	29170000	666.6678333323125
chr21	28000000	28030000	chr21	29170000	29200000	451.9668129409503
chr21	28000000	28030000	chr21	29200000	29230000	495.5754231194279
chr21	28000000	28030000	chr21	29230000	29260000	897.8507671099914
