chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	568.8778427747033
chr21	28000000	28030000	chr21	28060000	28090000	641.2409843420802
chr21	28000000	28030000	chr21	28090000	28120000	748.9579427444507
chr21	28000000	28030000	chr21	28120000	28150000	745.2637117155242
chr21	28000000	28030000	chr21	28150000	28180000	
chr21	28000000	28030000	chr21	28180000	28210000	655.4067439384493
chr21	28000000	28030000	chr21	28210000	28240000	587.1720361188874
chr21	28000000	28030000	chr21	28240000	28270000	838.2714357533603
chr21	28000000	28030000	chr21	28270000	28300000	714.4571365729367
chr21	28000000	28030000	chr21	28300000	28330000	610.1163823402876
chr21	28000000	28030000	chr21	28330000	28360000	549.8117859777108
chr21	28000000	28030000	chr21	28360000	28390000	491.02443931030564
chr21	28000000	28030000	chr21	28390000	28420000	508.06003582253936
chr21	28000000	28030000	chr21	28420000	28450000	462.8725526535355
chr21	28000000	28030000	chr21	28450000	28480000	553.0027124707436
chr21	28000000	28030000	chr21	28480000	28510000	461.15181881892215
chr21	28000000	28030000	chr21	28510000	28540000	462.05951997551136
chr21	28000000	28030000	chr21	28540000	28570000	322.9272363861556
chr21	28000000	28030000	chr21	28570000	28600000	313.10381664872756
chr21	28000000	28030000	chr21	28600000	28630000	497.8092003970999
chr21	28000000	28030000	chr21	28630000	28660000	416.985611262547
chr21	28000000	28030000	chr21	28660000	28690000	539.7666162333495
chr21	28000000	28030000	chr21	28690000	28720000	579.3013032956167
chr21	28000000	28030000	chr21	28720000	28750000	580.3007840766718
chr21	28000000	28030000	chr21	28750000	28780000	779.612083025911
chr21	28000000	28030000	chr21	28780000	28810000	881.5106352166149
chr21	28000000	28030000	chr21	28810000	28840000	1057.2256145213282
chr21	28000000	28030000	chr21	28840000	28870000	765.951695604886
chr21	28000000	28030000	chr21	28870000	28900000	830.8585920600449
chr21	28000000	28030000	chr21	28900000	28930000	846.0721009464855
chr21	28000000	28030000	chr21	28930000	28960000	1148.1728963879962
chr21	28000000	28030000	chr21	28960000	28990000	812.5496907882003
chr21	28000000	28030000	chr21	28990000	29020000	816.3785886462236
chr21	28000000	28030000	chr21	29020000	29050000	1305.7614636678477
chr21	28000000	28030000	chr21	29050000	29080000	951.8429492305966
chr21	28000000	28030000	chr21	29080000	29110000	1298.1224903683012
chr21	28000000	28030000	chr21	29110000	29140000	1188.5238743920966
chr21	28000000	28030000	chr21	29140000	29170000	1087.2451425506576
chr21	28000000	28030000	chr21	29170000	29200000	892.9255288096539
chr21	28000000	28030000	chr21	29200000	29230000	1186.8331812011324
chr21	28000000	28030000	chr21	29230000	29260000	1171.133638830343
chr21	28000000	28030000	chr21	29260000	29290000	733.0388802785293
chr21	28000000	28030000	chr21	29290000	29320000	791.9406543422303
chr21	28000000	28030000	chr21	29320000	29350000	709.2629977659909
chr21	28000000	28030000	chr21	29350000	29380000	779.8993524808185
chr21	28000000	28030000	chr21	29380000	29410000	743.876333808248
chr21	28000000	28030000	chr21	29410000	29440000	729.0411511019114
chr21	28000000	28030000	chr21	29440000	29470000	
chr21	28000000	28030000	chr21	29470000	29500000	643.7709219901129
chr21	28000000	28030000	chr21	29500000	29530000	662.5186789819589
chr21	28000000	28030000	chr21	29530000	29560000	653.0512996694823
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	
chr21	28000000	28030000	chr21	29620000	29650000	48.641546028061235
chr21	28000000	28030000	chr21	29650000	29680000	227.424712817231
chr21	28000000	28030000	chr21	29680000	29710000	392.4805727676212
chr21	28000000	28030000	chr21	29710000	29740000	133.53651186098878
chr21	28000000	28030000	chr21	29740000	29770000	394.7024195517428
chr21	28000000	28030000	chr21	29770000	29800000	586.7767889069914
chr21	28000000	28030000	chr21	29800000	29830000	750.1173241566948
chr21	28000000	28030000	chr21	29830000	29860000	1087.5122987810298
chr21	28000000	28030000	chr21	29860000	29890000	632.582800904356
chr21	28000000	28030000	chr21	29890000	29920000	
