chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	898.6439784475274
chr21	28000000	28030000	chr21	28060000	28090000	498.19474104008765
chr21	28000000	28030000	chr21	28090000	28120000	727.1787950703733
chr21	28000000	28030000	chr21	28120000	28150000	820.054266497041
chr21	28000000	28030000	chr21	28150000	28180000	886.2629406671589
chr21	28000000	28030000	chr21	28180000	28210000	343.55203390461827
chr21	28000000	28030000	chr21	28210000	28240000	537.9981412607297
chr21	28000000	28030000	chr21	28240000	28270000	793.423594305085
chr21	28000000	28030000	chr21	28270000	28300000	837.6604323948935
chr21	28000000	28030000	chr21	28300000	28330000	593.5924527822099
chr21	28000000	28030000	chr21	28330000	28360000	606.0849775402786
chr21	28000000	28030000	chr21	28360000	28390000	1025.9878166917968
chr21	28000000	28030000	chr21	28390000	28420000	1027.9406597659224
chr21	28000000	28030000	chr21	28420000	28450000	883.7539250266445
chr21	28000000	28030000	chr21	28450000	28480000	922.6965915185772
chr21	28000000	28030000	chr21	28480000	28510000	918.8307787617914
chr21	28000000	28030000	chr21	28510000	28540000	864.3778109137231
chr21	28000000	28030000	chr21	28540000	28570000	716.8054129259907
chr21	28000000	28030000	chr21	28570000	28600000	668.4713905620794
chr21	28000000	28030000	chr21	28600000	28630000	796.8895782980225
chr21	28000000	28030000	chr21	28630000	28660000	940.7305671657533
chr21	28000000	28030000	chr21	28660000	28690000	
chr21	28000000	28030000	chr21	28690000	28720000	
chr21	28000000	28030000	chr21	28720000	28750000	922.6532393049948
chr21	28000000	28030000	chr21	28750000	28780000	954.4490557384402
chr21	28000000	28030000	chr21	28780000	28810000	992.5794678513151
chr21	28000000	28030000	chr21	28810000	28840000	987.5403789212875
chr21	28000000	28030000	chr21	28840000	28870000	948.443461678133
chr21	28000000	28030000	chr21	28870000	28900000	1030.1097028957645
chr21	28000000	28030000	chr21	28900000	28930000	1225.3105728753017
chr21	28000000	28030000	chr21	28930000	28960000	1273.7904066211206
chr21	28000000	28030000	chr21	28960000	28990000	1160.1275791911853
chr21	28000000	28030000	chr21	28990000	29020000	1199.494893694842
chr21	28000000	28030000	chr21	29020000	29050000	1262.4139574640324
chr21	28000000	28030000	chr21	29050000	29080000	
chr21	28000000	28030000	chr21	29080000	29110000	1228.1701836472012
chr21	28000000	28030000	chr21	29110000	29140000	1134.8312649905272
chr21	28000000	28030000	chr21	29140000	29170000	1121.4637756075763
chr21	28000000	28030000	chr21	29170000	29200000	1210.408608693775
chr21	28000000	28030000	chr21	29200000	29230000	1215.4854997078328
chr21	28000000	28030000	chr21	29230000	29260000	1313.7644385505341
chr21	28000000	28030000	chr21	29260000	29290000	1435.5685284931542
chr21	28000000	28030000	chr21	29290000	29320000	1344.7248789250536
chr21	28000000	28030000	chr21	29320000	29350000	1418.9859054973026
chr21	28000000	28030000	chr21	29350000	29380000	1295.5161133694942
chr21	28000000	28030000	chr21	29380000	29410000	1209.710709219357
chr21	28000000	28030000	chr21	29410000	29440000	1376.4886487000174
chr21	28000000	28030000	chr21	29440000	29470000	
chr21	28000000	28030000	chr21	29470000	29500000	1415.0904564726595
chr21	28000000	28030000	chr21	29500000	29530000	1459.625636935718
chr21	28000000	28030000	chr21	29530000	29560000	1371.1998395565834
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	
chr21	28000000	28030000	chr21	29620000	29650000	
chr21	28000000	28030000	chr21	29650000	29680000	1337.3443834704658
chr21	28000000	28030000	chr21	29680000	29710000	1367.9258020813847
chr21	28000000	28030000	chr21	29710000	29740000	1390.0482006031302
chr21	28000000	28030000	chr21	29740000	29770000	
chr21	28000000	28030000	chr21	29770000	29800000	1345.5857460600569
chr21	28000000	28030000	chr21	29800000	29830000	1400.4620666051617
chr21	28000000	28030000	chr21	29830000	29860000	1290.2348623409616
chr21	28000000	28030000	chr21	29860000	29890000	1260.311866166466
chr21	28000000	28030000	chr21	29890000	29920000	1168.9931565240236
chr21	28000000	28030000	chr21	29920000	29950000	
chr21	28030000	28060000	chr21	28030000	28060000	0.0
chr21	28030000	28060000	chr21	28060000	28090000	455.04395392093716
chr21	28030000	28060000	chr21	28090000	28120000	261.80527114632355
chr21	28030000	28060000	chr21	28120000	28150000	159.75606404765986
chr21	28030000	28060000	chr21	28150000	28180000	144.95171609884446
chr21	28030000	28060000	chr21	28180000	28210000	612.2360655825496
chr21	28030000	28060000	chr21	28210000	28240000	428.89742363413654
chr21	28030000	28060000	chr21	28240000	28270000	116.29273408085305
chr21	28030000	28060000	chr21	28270000	28300000	198.76116320851014
chr21	28030000	28060000	chr21	28300000	28330000	891.7583753461472
chr21	28030000	28060000	chr21	28330000	28360000	298.8076304246597
chr21	28030000	28060000	chr21	28360000	28390000	412.8365293914772
chr21	28030000	28060000	chr21	28390000	28420000	509.68519695984895
chr21	28030000	28060000	chr21	28420000	28450000	550.884742936306
chr21	28030000	28060000	chr21	28450000	28480000	609.9950819473875
chr21	28030000	28060000	chr21	28480000	28510000	677.7337235227417
chr21	28030000	28060000	chr21	28510000	28540000	739.5376934274548
chr21	28030000	28060000	chr21	28540000	28570000	1171.3073892023392
chr21	28030000	28060000	chr21	28570000	28600000	1223.0891218549857
chr21	28030000	28060000	chr21	28600000	28630000	1377.3641493809835
chr21	28030000	28060000	chr21	28630000	28660000	1204.941077397563
chr21	28030000	28060000	chr21	28660000	28690000	
chr21	28030000	28060000	chr21	28690000	28720000	
chr21	28030000	28060000	chr21	28720000	28750000	1276.554738348497
chr21	28030000	28060000	chr21	28750000	28780000	1324.9135820875263
chr21	28030000	28060000	chr21	28780000	28810000	1266.2341805527128
chr21	28030000	28060000	chr21	28810000	28840000	1255.4891477029978
chr21	28030000	28060000	chr21	28840000	28870000	1173.7231360078065
chr21	28030000	28060000	chr21	28870000	28900000	1275.2642863344054
chr21	28030000	28060000	chr21	28900000	28930000	1166.394015759683
chr21	28030000	28060000	chr21	28930000	28960000	1152.3944637145737
chr21	28030000	28060000	chr21	28960000	28990000	1034.8859840581474
chr21	28030000	28060000	chr21	28990000	29020000	1039.5600030782255
chr21	28030000	28060000	chr21	29020000	29050000	1146.6272280039402
chr21	28030000	28060000	chr21	29050000	29080000	
chr21	28030000	28060000	chr21	29080000	29110000	1100.4712626870362
chr21	28030000	28060000	chr21	29110000	29140000	1097.5395209285177
chr21	28030000	28060000	chr21	29140000	29170000	1099.5881047010284
chr21	28030000	28060000	chr21	29170000	29200000	1200.5232192673327
chr21	28030000	28060000	chr21	29200000	29230000	1281.821360408696
chr21	28030000	28060000	chr21	29230000	29260000	1211.2456398270335
chr21	28030000	28060000	chr21	29260000	29290000	1282.941931655521
chr21	28030000	28060000	chr21	29290000	29320000	1226.918905225606
chr21	28030000	28060000	chr21	29320000	29350000	1361.517535693169
chr21	28030000	28060000	chr21	29350000	29380000	1266.7868802604485
chr21	28030000	28060000	chr21	29380000	29410000	1244.1225823848708
chr21	28030000	28060000	chr21	29410000	29440000	1444.524143100419
chr21	28030000	28060000	chr21	29440000	29470000	
chr21	28030000	28060000	chr21	29470000	29500000	1121.3848581107202
chr21	28030000	28060000	chr21	29500000	29530000	966.8846880574746
chr21	28030000	28060000	chr21	29530000	29560000	1185.685455759663
chr21	28030000	28060000	chr21	29560000	29590000	
chr21	28030000	28060000	chr21	29590000	29620000	
