chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	172.52246230563716
chr21	28000000	28030000	chr21	28060000	28090000	400.1812089541437
chr21	28000000	28030000	chr21	28090000	28120000	506.1086839800321
chr21	28000000	28030000	chr21	28120000	28150000	315.6501227625296
chr21	28000000	28030000	chr21	28150000	28180000	483.37769911322965
chr21	28000000	28030000	chr21	28180000	28210000	815.3551373481374
chr21	28000000	28030000	chr21	28210000	28240000	580.7942837184264
chr21	28000000	28030000	chr21	28240000	28270000	727.4365951751397
chr21	28000000	28030000	chr21	28270000	28300000	183.69812192834198
chr21	28000000	28030000	chr21	28300000	28330000	1193.1424893951266
chr21	28000000	28030000	chr21	28330000	28360000	1374.4831755972862
chr21	28000000	28030000	chr21	28360000	28390000	1405.3024585476253
chr21	28000000	28030000	chr21	28390000	28420000	708.8427188029796
chr21	28000000	28030000	chr21	28420000	28450000	593.0042158366161
chr21	28000000	28030000	chr21	28450000	28480000	383.190553119463
chr21	28000000	28030000	chr21	28480000	28510000	440.69717493989
chr21	28000000	28030000	chr21	28510000	28540000	505.332563763706
chr21	28000000	28030000	chr21	28540000	28570000	1425.4448428473127
chr21	28000000	28030000	chr21	28570000	28600000	573.0715487615835
chr21	28000000	28030000	chr21	28600000	28630000	562.225933233251
chr21	28000000	28030000	chr21	28630000	28660000	635.6736584128683
chr21	28000000	28030000	chr21	28660000	28690000	486.9589305064648
chr21	28000000	28030000	chr21	28690000	28720000	641.752288659729
chr21	28000000	28030000	chr21	28720000	28750000	631.4404168248973
chr21	28000000	28030000	chr21	28750000	28780000	702.397323457315
chr21	28000000	28030000	chr21	28780000	28810000	733.5270956140612
chr21	28000000	28030000	chr21	28810000	28840000	801.0056179578268
chr21	28000000	28030000	chr21	28840000	28870000	745.071137543255
chr21	28000000	28030000	chr21	28870000	28900000	947.1082303517376
chr21	28000000	28030000	chr21	28900000	28930000	1049.0138225972048
chr21	28000000	28030000	chr21	28930000	28960000	977.3203159660603
chr21	28000000	28030000	chr21	28960000	28990000	1195.506168951043
chr21	28000000	28030000	chr21	28990000	29020000	1116.8397378317088
chr21	28000000	28030000	chr21	29020000	29050000	1179.95296516429
chr21	28000000	28030000	chr21	29050000	29080000	
chr21	28000000	28030000	chr21	29080000	29110000	1108.5711524300098
chr21	28000000	28030000	chr21	29110000	29140000	795.3772689736613
chr21	28000000	28030000	chr21	29140000	29170000	1082.0170978316378
chr21	28000000	28030000	chr21	29170000	29200000	1170.3050884277998
chr21	28000000	28030000	chr21	29200000	29230000	844.3530067454014
chr21	28000000	28030000	chr21	29230000	29260000	694.2146642069728
chr21	28000000	28030000	chr21	29260000	29290000	806.0874642369772
chr21	28000000	28030000	chr21	29290000	29320000	920.9847990059336
chr21	28000000	28030000	chr21	29320000	29350000	908.2037216395889
chr21	28000000	28030000	chr21	29350000	29380000	791.0714253466624
chr21	28000000	28030000	chr21	29380000	29410000	1064.7957550629135
chr21	28000000	28030000	chr21	29410000	29440000	886.5314433227961
chr21	28000000	28030000	chr21	29440000	29470000	
chr21	28000000	28030000	chr21	29470000	29500000	781.2624399009593
chr21	28000000	28030000	chr21	29500000	29530000	1209.6784696769635
chr21	28000000	28030000	chr21	29530000	29560000	1011.3243792176672
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	
chr21	28000000	28030000	chr21	29620000	29650000	913.2173892343487
chr21	28000000	28030000	chr21	29650000	29680000	878.5266074513623
chr21	28000000	28030000	chr21	29680000	29710000	868.1244150465992
chr21	28000000	28030000	chr21	29710000	29740000	883.8342604810022
chr21	28000000	28030000	chr21	29740000	29770000	1067.0904366547384
chr21	28000000	28030000	chr21	29770000	29800000	1218.558574710301
chr21	28000000	28030000	chr21	29800000	29830000	860.2825117366968
chr21	28000000	28030000	chr21	29830000	29860000	1239.3470054831294
chr21	28000000	28030000	chr21	29860000	29890000	851.6607305729201
chr21	28000000	28030000	chr21	29890000	29920000	828.3272300244632
chr21	28000000	28030000	chr21	29920000	29950000	
chr21	28030000	28060000	chr21	28030000	28060000	0.0
chr21	28030000	28060000	chr21	28060000	28090000	390.47279034524286
chr21	28030000	28060000	chr21	28090000	28120000	630.0428556852304
chr21	28030000	28060000	chr21	28120000	28150000	384.75316762828606
chr21	28030000	28060000	chr21	28150000	28180000	613.1149973699877
chr21	28030000	28060000	chr21	28180000	28210000	978.2433235141449
chr21	28030000	28060000	chr21	28210000	28240000	747.774030038487
chr21	28030000	28060000	chr21	28240000	28270000	890.4246178088295
chr21	28030000	28060000	chr21	28270000	28300000	326.22231683316824
chr21	28030000	28060000	chr21	28300000	28330000	1362.9031513647622
chr21	28030000	28060000	chr21	28330000	28360000	1540.8179645889388
chr21	28030000	28060000	chr21	28360000	28390000	1565.8566345614147
chr21	28030000	28060000	chr21	28390000	28420000	870.621617007067
chr21	28030000	28060000	chr21	28420000	28450000	753.2104619560193
chr21	28030000	28060000	chr21	28450000	28480000	534.470766272581
chr21	28030000	28060000	chr21	28480000	28510000	597.1247775800298
chr21	28030000	28060000	chr21	28510000	28540000	665.0811980502832
chr21	28030000	28060000	chr21	28540000	28570000	1558.3122280210728
chr21	28030000	28060000	chr21	28570000	28600000	736.8602309800685
chr21	28030000	28060000	chr21	28600000	28630000	717.4914633638508
chr21	28030000	28060000	chr21	28630000	28660000	797.7098469995215
chr21	28030000	28060000	chr21	28660000	28690000	651.5251338206378
chr21	28030000	28060000	chr21	28690000	28720000	797.7380522452216
chr21	28030000	28060000	chr21	28720000	28750000	777.9158052128778
chr21	28030000	28060000	chr21	28750000	28780000	845.5400641010455
chr21	28030000	28060000	chr21	28780000	28810000	890.2909636742361
chr21	28030000	28060000	chr21	28810000	28840000	962.9839043307006
chr21	28030000	28060000	chr21	28840000	28870000	909.1858995826981
chr21	28030000	28060000	chr21	28870000	28900000	1107.4664780479814
chr21	28030000	28060000	chr21	28900000	28930000	1210.2421245354171
chr21	28030000	28060000	chr21	28930000	28960000	1142.1501652584918
