chr1,chr2,start1,end1,start2,end2,count
chr21,chr21,10400000,10450000,10400000,10450000,1
chr21,chr21,10400000,10450000,40050000,40100000,1
chr21,chr21,10400000,10450000,40200000,40250000,1
chr21,chr21,10400000,10450000,41100000,41150000,1
chr21,chr21,10500000,10550000,10500000,10550000,1
chr21,chr21,10500000,10550000,10600000,10650000,1
chr21,chr21,10600000,10650000,10500000,10550000,1
chr21,chr21,10600000,10650000,10600000,10650000,1
chr21,chr21,10600000,10650000,18550000,18600000,1
chr21,chr21,13250000,13300000,13250000,13300000,1
chr21,chr21,13250000,13300000,14100000,14150000,1
chr21,chr21,13250000,13300000,14150000,14200000,1
chr21,chr21,13250000,13300000,14200000,14250000,1
chr21,chr21,13250000,13300000,18250000,18300000,1
chr21,chr21,14000000,14050000,14000000,14050000,1
chr21,chr21,14000000,14050000,18200000,18250000,1
chr21,chr21,14050000,14100000,14050000,14100000,1
chr21,chr21,14050000,14100000,18100000,18150000,1
chr21,chr21,14100000,14150000,13250000,13300000,1
chr21,chr21,14100000,14150000,14100000,14150000,1
chr21,chr21,14100000,14150000,14150000,14200000,1
chr21,chr21,14100000,14150000,18250000,18300000,1
chr21,chr21,14150000,14200000,13250000,13300000,1
chr21,chr21,14150000,14200000,14100000,14150000,1
chr21,chr21,14150000,14200000,14150000,14200000,1
chr21,chr21,14150000,14200000,14200000,14250000,1
chr21,chr21,14150000,14200000,18250000,18300000,1
chr21,chr21,14200000,14250000,13250000,13300000,1
chr21,chr21,14200000,14250000,14150000,14200000,1
chr21,chr21,14200000,14250000,14200000,14250000,1
chr21,chr21,14200000,14250000,18250000,18300000,1
chr21,chr21,14250000,14300000,14250000,14300000,1
chr21,chr21,14300000,14350000,14300000,14350000,1
chr21,chr21,14300000,14350000,15300000,15350000,1
chr21,chr21,14350000,14400000,14350000,14400000,1
chr21,chr21,14350000,14400000,14800000,14850000,1
chr21,chr21,14350000,14400000,15150000,15200000,1
chr21,chr21,14350000,14400000,15750000,15800000,1
chr21,chr21,14350000,14400000,16000000,16050000,1
chr21,chr21,14350000,14400000,16100000,16150000,1
chr21,chr21,14400000,14450000,14400000,14450000,1
chr21,chr21,14450000,14500000,14450000,14500000,1
chr21,chr21,14450000,14500000,14650000,14700000,1
chr21,chr21,14450000,14500000,14700000,14750000,1
chr21,chr21,14450000,14500000,15200000,15250000,1
chr21,chr21,14450000,14500000,15250000,15300000,1
chr21,chr21,14450000,14500000,15300000,15350000,1
chr21,chr21,14450000,14500000,15350000,15400000,1
chr21,chr21,14450000,14500000,17900000,17950000,1
chr21,chr21,14450000,14500000,17950000,18000000,1
chr21,chr21,14500000,14550000,14500000,14550000,1
chr21,chr21,14500000,14550000,14550000,14600000,1
chr21,chr21,14550000,14600000,14500000,14550000,1
chr21,chr21,14550000,14600000,14550000,14600000,1
chr21,chr21,14550000,14600000,15750000,15800000,1
chr21,chr21,14550000,14600000,15950000,16000000,1
chr21,chr21,14600000,14650000,14600000,14650000,1
chr21,chr21,14650000,14700000,14450000,14500000,1
chr21,chr21,14650000,14700000,14650000,14700000,1
chr21,chr21,14650000,14700000,15300000,15350000,1
chr21,chr21,14650000,14700000,15350000,15400000,1
chr21,chr21,14650000,14700000,15450000,15500000,1
chr21,chr21,14650000,14700000,15500000,15550000,1
chr21,chr21,14700000,14750000,14450000,14500000,1
chr21,chr21,14700000,14750000,14700000,14750000,1
chr21,chr21,14700000,14750000,14800000,14850000,1
chr21,chr21,14700000,14750000,14950000,15000000,1
chr21,chr21,14700000,14750000,15250000,15300000,1
chr21,chr21,14700000,14750000,16000000,16050000,1
chr21,chr21,14700000,14750000,16100000,16150000,1
chr21,chr21,14700000,14750000,17900000,17950000,1
chr21,chr21,14750000,14800000,14750000,14800000,1
chr21,chr21,14750000,14800000,15250000,15300000,1
chr21,chr21,14750000,14800000,17650000,17700000,1
chr21,chr21,14750000,14800000,17900000,17950000,1
chr21,chr21,14750000,14800000,17950000,18000000,1
chr21,chr21,14800000,14850000,14350000,14400000,1
chr21,chr21,14800000,14850000,14700000,14750000,1
chr21,chr21,14800000,14850000,14800000,14850000,1
chr21,chr21,14800000,14850000,15150000,15200000,1
chr21,chr21,14800000,14850000,15450000,15500000,1
chr21,chr21,14800000,14850000,15750000,15800000,1
chr21,chr21,14800000,14850000,16000000,16050000,1
chr21,chr21,14800000,14850000,16100000,16150000,1
chr21,chr21,14850000,14900000,14850000,14900000,1
chr21,chr21,14900000,14950000,14900000,14950000,1
chr21,chr21,14900000,14950000,15000000,15050000,1
chr21,chr21,14950000,15000000,14700000,14750000,1
chr21,chr21,14950000,15000000,14950000,15000000,1
chr21,chr21,14950000,15000000,15000000,15050000,1
chr21,chr21,14950000,15000000,15050000,15100000,1
chr21,chr21,14950000,15000000,16800000,16850000,1
chr21,chr21,14950000,15000000,17900000,17950000,1
chr21,chr21,15000000,15050000,14900000,14950000,1
chr21,chr21,15000000,15050000,14950000,15000000,1
chr21,chr21,15000000,15050000,15000000,15050000,1
chr21,chr21,15000000,15050000,16800000,16850000,1
chr21,chr21,15050000,15100000,14950000,15000000,1
chr21,chr21,15050000,15100000,15050000,15100000,1
chr21,chr21,15050000,15100000,15200000,15250000,1
chr21,chr21,15050000,15100000,16800000,16850000,1
chr21,chr21,15050000,15100000,17900000,17950000,1
chr21,chr21,15050000,15100000,17950000,18000000,1
chr21,chr21,15100000,15150000,15100000,15150000,1
chr21,chr21,15100000,15150000,15200000,15250000,1
chr21,chr21,15100000,15150000,15350000,15400000,1
chr21,chr21,15100000,15150000,16750000,16800000,1
chr21,chr21,15100000,15150000,17050000,17100000,1
chr21,chr21,15100000,15150000,18000000,18050000,1
chr21,chr21,15150000,15200000,14350000,14400000,1
chr21,chr21,15150000,15200000,14800000,14850000,1
chr21,chr21,15150000,15200000,15150000,15200000,1
chr21,chr21,15150000,15200000,15750000,15800000,1
chr21,chr21,15150000,15200000,16000000,16050000,1
chr21,chr21,15200000,15250000,14450000,14500000,1
chr21,chr21,15200000,15250000,15050000,15100000,1
chr21,chr21,15200000,15250000,15100000,15150000,1
chr21,chr21,15200000,15250000,15200000,15250000,1
chr21,chr21,15200000,15250000,15250000,15300000,1
chr21,chr21,15200000,15250000,16750000,16800000,1
chr21,chr21,15200000,15250000,17050000,17100000,1
chr21,chr21,15200000,15250000,17950000,18000000,1
chr21,chr21,15200000,15250000,18000000,18050000,1
chr21,chr21,15250000,15300000,14450000,14500000,1
chr21,chr21,15250000,15300000,14700000,14750000,1
chr21,chr21,15250000,15300000,14750000,14800000,1
chr21,chr21,15250000,15300000,15200000,15250000,1
chr21,chr21,15250000,15300000,15250000,15300000,1
