chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	127.65578717786359
chr21	28000000	28030000	chr21	28060000	28090000	339.3420103671221
chr21	28000000	28030000	chr21	28090000	28120000	288.32273583607656
chr21	28000000	28030000	chr21	28120000	28150000	117.98728745080972
chr21	28000000	28030000	chr21	28150000	28180000	65.52098900352466
chr21	28000000	28030000	chr21	28180000	28210000	144.88961315429066
chr21	28000000	28030000	chr21	28210000	28240000	262.58903252040056
chr21	28000000	28030000	chr21	28240000	28270000	362.60308878993294
chr21	28000000	28030000	chr21	28270000	28300000	321.9456475866695
chr21	28000000	28030000	chr21	28300000	28330000	294.5793611236198
chr21	28000000	28030000	chr21	28330000	28360000	283.273719218709
chr21	28000000	28030000	chr21	28360000	28390000	
chr21	28000000	28030000	chr21	28390000	28420000	535.1270877090786
chr21	28000000	28030000	chr21	28420000	28450000	
chr21	28000000	28030000	chr21	28450000	28480000	535.4680195866042
chr21	28000000	28030000	chr21	28480000	28510000	503.47194559379375
chr21	28000000	28030000	chr21	28510000	28540000	525.5378197618131
chr21	28000000	28030000	chr21	28540000	28570000	593.5065290289568
chr21	28000000	28030000	chr21	28570000	28600000	653.5059295828921
chr21	28000000	28030000	chr21	28600000	28630000	1272.574162868318
chr21	28000000	28030000	chr21	28630000	28660000	1306.6912412655104
chr21	28000000	28030000	chr21	28660000	28690000	876.9355734602173
chr21	28000000	28030000	chr21	28690000	28720000	905.1022041736502
chr21	28000000	28030000	chr21	28720000	28750000	773.9799739011339
chr21	28000000	28030000	chr21	28750000	28780000	803.6921052243825
chr21	28000000	28030000	chr21	28780000	28810000	640.3655206208405
chr21	28000000	28030000	chr21	28810000	28840000	848.3448591227509
chr21	28000000	28030000	chr21	28840000	28870000	724.3065649295194
chr21	28000000	28030000	chr21	28870000	28900000	1103.8523451983965
chr21	28000000	28030000	chr21	28900000	28930000	656.7495717547138
chr21	28000000	28030000	chr21	28930000	28960000	712.4078887828236
chr21	28000000	28030000	chr21	28960000	28990000	661.8897189109376
chr21	28000000	28030000	chr21	28990000	29020000	
chr21	28000000	28030000	chr21	29020000	29050000	752.8087406506384
chr21	28000000	28030000	chr21	29050000	29080000	679.4254926038616
chr21	28000000	28030000	chr21	29080000	29110000	958.0589752202105
chr21	28000000	28030000	chr21	29110000	29140000	621.2093045021138
chr21	28000000	28030000	chr21	29140000	29170000	696.3691549745723
chr21	28000000	28030000	chr21	29170000	29200000	802.873589053719
chr21	28000000	28030000	chr21	29200000	29230000	813.5883479991586
chr21	28000000	28030000	chr21	29230000	29260000	804.1940064437188
chr21	28000000	28030000	chr21	29260000	29290000	647.8093855448531
chr21	28000000	28030000	chr21	29290000	29320000	652.6515149756415
chr21	28000000	28030000	chr21	29320000	29350000	579.7835803125163
chr21	28000000	28030000	chr21	29350000	29380000	535.5315116778844
chr21	28000000	28030000	chr21	29380000	29410000	1017.2300624735783
chr21	28000000	28030000	chr21	29410000	29440000	1115.2936832960186
chr21	28000000	28030000	chr21	29440000	29470000	1012.3122048064026
chr21	28000000	28030000	chr21	29470000	29500000	872.8877361952109
