chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	496.225755075248
chr21	28000000	28030000	chr21	28060000	28090000	296.79622639110494
chr21	28000000	28030000	chr21	28090000	28120000	472.78219086594197
chr21	28000000	28030000	chr21	28120000	28150000	402.757991851186
chr21	28000000	28030000	chr21	28150000	28180000	429.0489482564897
chr21	28000000	28030000	chr21	28180000	28210000	402.3841448168653
chr21	28000000	28030000	chr21	28210000	28240000	389.991025537768
chr21	28000000	28030000	chr21	28240000	28270000	448.7282028132397
chr21	28000000	28030000	chr21	28270000	28300000	391.7792745922122
chr21	28000000	28030000	chr21	28300000	28330000	333.6555109690233
chr21	28000000	28030000	chr21	28330000	28360000	379.4970355615443
chr21	28000000	28030000	chr21	28360000	28390000	501.4269637743866
chr21	28000000	28030000	chr21	28390000	28420000	696.3476143421474
chr21	28000000	28030000	chr21	28420000	28450000	265.77245906978396
chr21	28000000	28030000	chr21	28450000	28480000	448.78168411823583
chr21	28000000	28030000	chr21	28480000	28510000	351.1580840590175
chr21	28000000	28030000	chr21	28510000	28540000	484.01756166486354
chr21	28000000	28030000	chr21	28540000	28570000	659.3132791018243
chr21	28000000	28030000	chr21	28570000	28600000	720.6642769001388
chr21	28000000	28030000	chr21	28600000	28630000	680.1948250317698
chr21	28000000	28030000	chr21	28630000	28660000	476.7661900764357
chr21	28000000	28030000	chr21	28660000	28690000	624.0592920548495
chr21	28000000	28030000	chr21	28690000	28720000	649.681460409638
chr21	28000000	28030000	chr21	28720000	28750000	706.0318689690997
chr21	28000000	28030000	chr21	28750000	28780000	632.0672432581837
chr21	28000000	28030000	chr21	28780000	28810000	581.5161218745358
chr21	28000000	28030000	chr21	28810000	28840000	531.6370942663801
chr21	28000000	28030000	chr21	28840000	28870000	757.660214080164
chr21	28000000	28030000	chr21	28870000	28900000	643.1150752392607
chr21	28000000	28030000	chr21	28900000	28930000	594.8394741440753
chr21	28000000	28030000	chr21	28930000	28960000	1210.3652341338957
chr21	28000000	28030000	chr21	28960000	28990000	702.7396388421532
chr21	28000000	28030000	chr21	28990000	29020000	674.4101126169447
chr21	28000000	28030000	chr21	29020000	29050000	994.1312790572481
chr21	28000000	28030000	chr21	29050000	29080000	859.3101884651433
chr21	28000000	28030000	chr21	29080000	29110000	915.1371481914609
chr21	28000000	28030000	chr21	29110000	29140000	1042.8024741052354
chr21	28000000	28030000	chr21	29140000	29170000	901.3905923627116
chr21	28000000	28030000	chr21	29170000	29200000	1194.340403737561
chr21	28000000	28030000	chr21	29200000	29230000	1194.5183129613376
chr21	28000000	28030000	chr21	29230000	29260000	866.0450334711238
chr21	28000000	28030000	chr21	29260000	29290000	940.953771446823
chr21	28000000	28030000	chr21	29290000	29320000	1024.53940871008
chr21	28000000	28030000	chr21	29320000	29350000	990.9379395300192
chr21	28000000	28030000	chr21	29350000	29380000	982.7074844530289
chr21	28000000	28030000	chr21	29380000	29410000	1010.380621350192
chr21	28000000	28030000	chr21	29410000	29440000	1040.4907495984767
chr21	28000000	28030000	chr21	29440000	29470000	975.5270370420288
chr21	28000000	28030000	chr21	29470000	29500000	1047.9188899910146
chr21	28000000	28030000	chr21	29500000	29530000	1054.0445910871133
chr21	28000000	28030000	chr21	29530000	29560000	938.8828467918668
chr21	28000000	28030000	chr21	29560000	29590000	
chr21	28000000	28030000	chr21	29590000	29620000	
chr21	28000000	28030000	chr21	29620000	29650000	863.3296010215333
chr21	28000000	28030000	chr21	29650000	29680000	828.0392502774249
chr21	28000000	28030000	chr21	29680000	29710000	799.9656242614428
chr21	28000000	28030000	chr21	29710000	29740000	714.3066568358439
chr21	28000000	28030000	chr21	29740000	29770000	721.8490146838187
chr21	28000000	28030000	chr21	29770000	29800000	629.6260795106887
chr21	28000000	28030000	chr21	29800000	29830000	717.2565789171962
chr21	28000000	28030000	chr21	29830000	29860000	702.1367388194411
chr21	28000000	28030000	chr21	29860000	29890000	796.2430533448942
chr21	28000000	28030000	chr21	29890000	29920000	
chr21	28000000	28030000	chr21	29920000	29950000	
chr21	28030000	28060000	chr21	28030000	28060000	0.0
chr21	28030000	28060000	chr21	28060000	28090000	463.5946505299646
chr21	28030000	28060000	chr21	28090000	28120000	617.4552615372227
chr21	28030000	28060000	chr21	28120000	28150000	564.8769777571042
chr21	28030000	28060000	chr21	28150000	28180000	619.5893801543083
chr21	28030000	28060000	chr21	28180000	28210000	638.1606380841739
chr21	28030000	28060000	chr21	28210000	28240000	722.443769438148
chr21	28030000	28060000	chr21	28240000	28270000	674.9733328065636
chr21	28030000	28060000	chr21	28270000	28300000	611.0081832512557
chr21	28030000	28060000	chr21	28300000	28330000	512.4899999024371
chr21	28030000	28060000	chr21	28330000	28360000	584.1592248693844
chr21	28030000	28060000	chr21	28360000	28390000	696.5321241694456
chr21	28030000	28060000	chr21	28390000	28420000	254.03149411047443
chr21	28030000	28060000	chr21	28420000	28450000	667.9124194084131
chr21	28030000	28060000	chr21	28450000	28480000	831.151610718526
chr21	28030000	28060000	chr21	28480000	28510000	711.7415261174523
chr21	28030000	28060000	chr21	28510000	28540000	726.2513339058318
chr21	28030000	28060000	chr21	28540000	28570000	978.8268488348692
chr21	28030000	28060000	chr21	28570000	28600000	1046.749731311167
chr21	28030000	28060000	chr21	28600000	28630000	1100.9491359731385
chr21	28030000	28060000	chr21	28630000	28660000	738.3508651041184
chr21	28030000	28060000	chr21	28660000	28690000	809.7616933394664
chr21	28030000	28060000	chr21	28690000	28720000	833.5358420607959
chr21	28030000	28060000	chr21	28720000	28750000	1070.0247660685243
chr21	28030000	28060000	chr21	28750000	28780000	972.2124253474649
chr21	28030000	28060000	chr21	28780000	28810000	998.619547174999
chr21	28030000	28060000	chr21	28810000	28840000	822.3320497220086
chr21	28030000	28060000	chr21	28840000	28870000	1153.5167965833875
chr21	28030000	28060000	chr21	28870000	28900000	968.5726611875848
chr21	28030000	28060000	chr21	28900000	28930000	915.1447972862
chr21	28030000	28060000	chr21	28930000	28960000	1592.6908048959158
chr21	28030000	28060000	chr21	28960000	28990000	1106.4696109699535
chr21	28030000	28060000	chr21	28990000	29020000	1058.4427240054135
chr21	28030000	28060000	chr21	29020000	29050000	1177.1359309782367
chr21	28030000	28060000	chr21	29050000	29080000	1157.1438977067633
chr21	28030000	28060000	chr21	29080000	29110000	1205.197079319395
chr21	28030000	28060000	chr21	29110000	29140000	1271.0330444170206
chr21	28030000	28060000	chr21	29140000	29170000	1138.5784997091769
chr21	28030000	28060000	chr21	29170000	29200000	1326.891480114331
chr21	28030000	28060000	chr21	29200000	29230000	1341.3851050313626
chr21	28030000	28060000	chr21	29230000	29260000	1135.8142453764171
chr21	28030000	28060000	chr21	29260000	29290000	1177.36400488549
chr21	28030000	28060000	chr21	29290000	29320000	1265.4141614507087
chr21	28030000	28060000	chr21	29320000	29350000	1228.3769779672689
chr21	28030000	28060000	chr21	29350000	29380000	1201.613082485373
chr21	28030000	28060000	chr21	29380000	29410000	1188.1704423187778
chr21	28030000	28060000	chr21	29410000	29440000	1205.4762544322473
chr21	28030000	28060000	chr21	29440000	29470000	1085.6615494711048
chr21	28030000	28060000	chr21	29470000	29500000	1275.4661892813938
chr21	28030000	28060000	chr21	29500000	29530000	1271.6831366342797
chr21	28030000	28060000	chr21	29530000	29560000	1054.6226813415308
chr21	28030000	28060000	chr21	29560000	29590000	
chr21	28030000	28060000	chr21	29590000	29620000	
chr21	28030000	28060000	chr21	29620000	29650000	959.8051885669299
chr21	28030000	28060000	chr21	29650000	29680000	994.1111607863579
chr21	28030000	28060000	chr21	29680000	29710000	914.6458330960678
chr21	28030000	28060000	chr21	29710000	29740000	864.329798167343
chr21	28030000	28060000	chr21	29740000	29770000	821.0395849165861
chr21	28030000	28060000	chr21	29770000	29800000	730.0993083136019
chr21	28030000	28060000	chr21	29800000	29830000	825.9497563411469
chr21	28030000	28060000	chr21	29830000	29860000	736.8826229461514
chr21	28030000	28060000	chr21	29860000	29890000	791.1125078015136
chr21	28030000	28060000	chr21	29890000	29920000	
chr21	28030000	28060000	chr21	29920000	29950000	
chr21	28060000	28090000	chr21	28060000	28090000	0.0
chr21	28060000	28090000	chr21	28090000	28120000	251.4816096655976
chr21	28060000	28090000	chr21	28120000	28150000	224.29890771022494
chr21	28060000	28090000	chr21	28150000	28180000	264.2177132593498
chr21	28060000	28090000	chr21	28180000	28210000	260.6012279326404
chr21	28060000	28090000	chr21	28210000	28240000	685.9307545226413
chr21	28060000	28090000	chr21	28240000	28270000	710.9437389836132
chr21	28060000	28090000	chr21	28270000	28300000	666.1974181877321
chr21	28060000	28090000	chr21	28300000	28330000	54.46099521676041
chr21	28060000	28090000	chr21	28330000	28360000	597.074534710701
chr21	28060000	28090000	chr21	28360000	28390000	274.1988329661525
chr21	28060000	28090000	chr21	28390000	28420000	566.7980239909099
chr21	28060000	28090000	chr21	28420000	28450000	303.4386264139752
chr21	28060000	28090000	chr21	28450000	28480000	440.8367044609602
chr21	28060000	28090000	chr21	28480000	28510000	335.5830746625938
chr21	28060000	28090000	chr21	28510000	28540000	457.13564726457287
chr21	28060000	28090000	chr21	28540000	28570000	885.7369812760445
chr21	28060000	28090000	chr21	28570000	28600000	891.7067903745042
chr21	28060000	28090000	chr21	28600000	28630000	825.642174310397
chr21	28060000	28090000	chr21	28630000	28660000	456.32225455263523
chr21	28060000	28090000	chr21	28660000	28690000	575.1295506231618
chr21	28060000	28090000	chr21	28690000	28720000	647.3468930951935
chr21	28060000	28090000	chr21	28720000	28750000	881.7193431018738
chr21	28060000	28090000	chr21	28750000	28780000	674.9407381392829
chr21	28060000	28090000	chr21	28780000	28810000	694.850343599253
chr21	28060000	28090000	chr21	28810000	28840000	390.4177250074592
chr21	28060000	28090000	chr21	28840000	28870000	816.2873268647505
chr21	28060000	28090000	chr21	28870000	28900000	609.0952306495266
chr21	28060000	28090000	chr21	28900000	28930000	552.3422851819332
chr21	28060000	28090000	chr21	28930000	28960000	1183.685769112732
chr21	28060000	28090000	chr21	28960000	28990000	761.5057452179859
chr21	28060000	28090000	chr21	28990000	29020000	719.4449249247645
chr21	28060000	28090000	chr21	29020000	29050000	995.4099657929893
chr21	28060000	28090000	chr21	29050000	29080000	888.29837329582
chr21	28060000	28090000	chr21	29080000	29110000	982.1873548361331
chr21	28060000	28090000	chr21	29110000	29140000	1112.7286281928762
chr21	28060000	28090000	chr21	29140000	29170000	937.9877397919441
chr21	28060000	28090000	chr21	29170000	29200000	1249.3282194843755
chr21	28060000	28090000	chr21	29200000	29230000	1254.0598071862441
chr21	28060000	28090000	chr21	29230000	29260000	943.7383111858923
chr21	28060000	28090000	chr21	29260000	29290000	1032.8939926246062
chr21	28060000	28090000	chr21	29290000	29320000	1120.1450798892079
chr21	28060000	28090000	chr21	29320000	29350000	1097.1900473482249
chr21	28060000	28090000	chr21	29350000	29380000	1075.426427051149
chr21	28060000	28090000	chr21	29380000	29410000	1128.1954617884262
chr21	28060000	28090000	chr21	29410000	29440000	1143.7066931691884
chr21	28060000	28090000	chr21	29440000	29470000	1021.1723654701982
chr21	28060000	28090000	chr21	29470000	29500000	1167.3157242151756
chr21	28060000	28090000	chr21	29500000	29530000	1177.438745752831
chr21	28060000	28090000	chr21	29530000	29560000	1021.1331940545268
chr21	28060000	28090000	chr21	29560000	29590000	
chr21	28060000	28090000	chr21	29590000	29620000	
chr21	28060000	28090000	chr21	29620000	29650000	986.4917637770728
chr21	28060000	28090000	chr21	29650000	29680000	995.6771565120895
chr21	28060000	28090000	chr21	29680000	29710000	973.4521046255949
chr21	28060000	28090000	chr21	29710000	29740000	846.870710321239
chr21	28060000	28090000	chr21	29740000	29770000	858.8073124979782
chr21	28060000	28090000	chr21	29770000	29800000	726.9367235186293
chr21	28060000	28090000	chr21	29800000	29830000	849.5322242269566
chr21	28060000	28090000	chr21	29830000	29860000	681.4836755198176
chr21	28060000	28090000	chr21	29860000	29890000	935.809275440247
chr21	28060000	28090000	chr21	29890000	29920000	
chr21	28060000	28090000	chr21	29920000	29950000	
chr21	28090000	28120000	chr21	28090000	28120000	0.0
chr21	28090000	28120000	chr21	28120000	28150000	90.47098982546837
chr21	28090000	28120000	chr21	28150000	28180000	87.49857141690943
chr21	28090000	28120000	chr21	28180000	28210000	122.95527642195759
chr21	28090000	28120000	chr21	28210000	28240000	844.4441959063962
chr21	28090000	28120000	chr21	28240000	28270000	917.8638243225407
chr21	28090000	28120000	chr21	28270000	28300000	849.8282179358367
chr21	28090000	28120000	chr21	28300000	28330000	220.22942582679545
chr21	28090000	28120000	chr21	28330000	28360000	825.7317966507043
chr21	28090000	28120000	chr21	28360000	28390000	117.43083070471741
chr21	28090000	28120000	chr21	28390000	28420000	693.8782313922235
chr21	28090000	28120000	chr21	28420000	28450000	474.2910498839294
chr21	28090000	28120000	chr21	28450000	28480000	574.9173853694111
chr21	28090000	28120000	chr21	28480000	28510000	503.6615927386165
chr21	28090000	28120000	chr21	28510000	28540000	666.8927949828218
chr21	28090000	28120000	chr21	28540000	28570000	1095.7303500405562
chr21	28090000	28120000	chr21	28570000	28600000	1101.5398313270382
chr21	28090000	28120000	chr21	28600000	28630000	986.5302833669122
chr21	28090000	28120000	chr21	28630000	28660000	661.7227516112772
chr21	28090000	28120000	chr21	28660000	28690000	779.6928882579346
chr21	28090000	28120000	chr21	28690000	28720000	867.0369080956127
chr21	28090000	28120000	chr21	28720000	28750000	1077.841361240141
chr21	28090000	28120000	chr21	28750000	28780000	851.8955335016143
chr21	28090000	28120000	chr21	28780000	28810000	854.1323082520646
chr21	28090000	28120000	chr21	28810000	28840000	472.51772453528133
chr21	28090000	28120000	chr21	28840000	28870000	954.5941546018391
chr21	28090000	28120000	chr21	28870000	28900000	750.2706178439884
chr21	28090000	28120000	chr21	28900000	28930000	697.0860778985619
chr21	28090000	28120000	chr21	28930000	28960000	1238.4163274117473
chr21	28090000	28120000	chr21	28960000	28990000	896.6983885342942
chr21	28090000	28120000	chr21	28990000	29020000	864.8687761735881
chr21	28090000	28120000	chr21	29020000	29050000	1198.5599692964888
chr21	28090000	28120000	chr21	29050000	29080000	1066.4469044448485
chr21	28090000	28120000	chr21	29080000	29110000	1176.9328782900068
chr21	28090000	28120000	chr21	29110000	29140000	1325.7880675281401
chr21	28090000	28120000	chr21	29140000	29170000	1141.8064634604239
chr21	28090000	28120000	chr21	29170000	29200000	1478.011501985015
chr21	28090000	28120000	chr21	29200000	29230000	1481.1215345136266
chr21	28090000	28120000	chr21	29230000	29260000	1151.368316395757
chr21	28090000	28120000	chr21	29260000	29290000	1252.216035674356
chr21	28090000	28120000	chr21	29290000	29320000	1336.8971538603857
chr21	28090000	28120000	chr21	29320000	29350000	1318.0792844134985
chr21	28090000	28120000	chr21	29350000	29380000	1298.5472652160183
chr21	28090000	28120000	chr21	29380000	29410000	1364.11949623191
chr21	28090000	28120000	chr21	29410000	29440000	1379.4397413442894
chr21	28090000	28120000	chr21	29440000	29470000	1255.8463281787306
chr21	28090000	28120000	chr21	29470000	29500000	1392.0276577712098
chr21	28090000	28120000	chr21	29500000	29530000	1405.078289633713
chr21	28090000	28120000	chr21	29530000	29560000	1263.0178146012036
chr21	28090000	28120000	chr21	29560000	29590000	
chr21	28090000	28120000	chr21	29590000	29620000	
chr21	28090000	28120000	chr21	29620000	29650000	1234.876916943547
chr21	28090000	28120000	chr21	29650000	29680000	1237.1394424235289
chr21	28090000	28120000	chr21	29680000	29710000	1218.1091905079775
chr21	28090000	28120000	chr21	29710000	29740000	1092.0462444420566
chr21	28090000	28120000	chr21	29740000	29770000	1107.5418727975932
chr21	28090000	28120000	chr21	29770000	29800000	976.4660772397575
chr21	28090000	28120000	chr21	29800000	29830000	1097.9754095607059
chr21	28090000	28120000	chr21	29830000	29860000	917.467710603485
chr21	28090000	28120000	chr21	29860000	29890000	1184.199307549198
chr21	28090000	28120000	chr21	29890000	29920000	
chr21	28090000	28120000	chr21	29920000	29950000	
chr21	28120000	28150000	chr21	28120000	28150000	0.0
chr21	28120000	28150000	chr21	28150000	28180000	55.614746245937326
chr21	28120000	28150000	chr21	28180000	28210000	89.72736483370053
chr21	28120000	28150000	chr21	28210000	28240000	765.6964150366645
chr21	28120000	28150000	chr21	28240000	28270000	846.2156935439097
chr21	28120000	28150000	chr21	28270000	28300000	770.6004152607238
chr21	28120000	28150000	chr21	28300000	28330000	210.0761766598012
chr21	28120000	28150000	chr21	28330000	28360000	763.3688492465487
chr21	28120000	28150000	chr21	28360000	28390000	187.28854743416642
chr21	28120000	28150000	chr21	28390000	28420000	671.3940720620044
chr21	28120000	28150000	chr21	28420000	28450000	447.17446259821236
chr21	28120000	28150000	chr21	28450000	28480000	571.7420747155137
chr21	28120000	28150000	chr21	28480000	28510000	491.59943043091494
chr21	28120000	28150000	chr21	28510000	28540000	660.0492405873974
chr21	28120000	28150000	chr21	28540000	28570000	1043.0637564406118
chr21	28120000	28150000	chr21	28570000	28600000	1064.3697665755074
chr21	28120000	28150000	chr21	28600000	28630000	960.004687488556
chr21	28120000	28150000	chr21	28630000	28660000	654.5670324726109
chr21	28120000	28150000	chr21	28660000	28690000	781.753157972515
chr21	28120000	28150000	chr21	28690000	28720000	859.5615161231917
chr21	28120000	28150000	chr21	28720000	28750000	1041.3976185876363
chr21	28120000	28150000	chr21	28750000	28780000	844.379653947204
chr21	28120000	28150000	chr21	28780000	28810000	832.8523278468999
chr21	28120000	28150000	chr21	28810000	28840000	501.3242463715474
