chr1	start1	end1	chr2	start2	end2	distance
chr21	28000000	28030000	chr21	28000000	28030000	0.0
chr21	28000000	28030000	chr21	28030000	28060000	542.9640872101947
chr21	28000000	28030000	chr21	28060000	28090000	514.4599109746065
chr21	28000000	28030000	chr21	28090000	28120000	855.7260075514826
chr21	28000000	28030000	chr21	28120000	28150000	458.482278828746
chr21	28000000	28030000	chr21	28150000	28180000	579.0077719685635
chr21	28000000	28030000	chr21	28180000	28210000	720.0020833303192
chr21	28000000	28030000	chr21	28210000	28240000	850.4522326386121
chr21	28000000	28030000	chr21	28240000	28270000	671.5102381944746
chr21	28000000	28030000	chr21	28270000	28300000	445.65120890669647
chr21	28000000	28030000	chr21	28300000	28330000	450.0966562861804
chr21	28000000	28030000	chr21	28330000	28360000	526.4655734233721
chr21	28000000	28030000	chr21	28360000	28390000	
chr21	28000000	28030000	chr21	28390000	28420000	432.8325311249144
chr21	28000000	28030000	chr21	28420000	28450000	731.5743297847458
chr21	28000000	28030000	chr21	28450000	28480000	
chr21	28000000	28030000	chr21	28480000	28510000	432.57600488237904
chr21	28000000	28030000	chr21	28510000	28540000	989.1693484939775
chr21	28000000	28030000	chr21	28540000	28570000	651.6509802033601
chr21	28000000	28030000	chr21	28570000	28600000	356.4196964254361
chr21	28000000	28030000	chr21	28600000	28630000	680.6394052653725
chr21	28000000	28030000	chr21	28630000	28660000	555.2855121466794
chr21	28000000	28030000	chr21	28660000	28690000	611.3795874904558
chr21	28000000	28030000	chr21	28690000	28720000	
chr21	28000000	28030000	chr21	28720000	28750000	771.2392624860329
chr21	28000000	28030000	chr21	28750000	28780000	290.8762623522243
chr21	28000000	28030000	chr21	28780000	28810000	895.1737261559904
chr21	28000000	28030000	chr21	28810000	28840000	804.3040469872075
chr21	28000000	28030000	chr21	28840000	28870000	439.8920322079044
chr21	28000000	28030000	chr21	28870000	28900000	345.547391829254
chr21	28000000	28030000	chr21	28900000	28930000	
chr21	28000000	28030000	chr21	28930000	28960000	
chr21	28000000	28030000	chr21	28960000	28990000	598.8438861673383
chr21	28000000	28030000	chr21	28990000	29020000	569.4822209691888
chr21	28000000	28030000	chr21	29020000	29050000	830.6076089225285
chr21	28000000	28030000	chr21	29050000	29080000	642.1448434738069
chr21	28000000	28030000	chr21	29080000	29110000	716.831918932186
chr21	28000000	28030000	chr21	29110000	29140000	360.2068849980522
chr21	28000000	28030000	chr21	29140000	29170000	
chr21	28000000	28030000	chr21	29170000	29200000	946.7718838241871
chr21	28000000	28030000	chr21	29200000	29230000	1040.4691249623893
chr21	28000000	28030000	chr21	29230000	29260000	892.1305958210379
