chr1,chr2,start1,end1,start2,end2,count
chr21,chr21,10400000,10450000,10400000,10450000,1
chr21,chr21,10400000,10450000,18250000,18300000,1
chr21,chr21,10500000,10550000,10500000,10550000,1
chr21,chr21,10500000,10550000,14500000,14550000,1
chr21,chr21,10500000,10550000,30600000,30650000,1
chr21,chr21,10600000,10650000,10600000,10650000,1
chr21,chr21,13250000,13300000,13250000,13300000,1
chr21,chr21,13250000,13300000,14150000,14200000,1
chr21,chr21,13250000,13300000,14200000,14250000,1
chr21,chr21,13250000,13300000,15400000,15450000,1
chr21,chr21,13250000,13300000,15500000,15550000,1
chr21,chr21,13250000,13300000,23600000,23650000,1
chr21,chr21,13250000,13300000,26900000,26950000,1
chr21,chr21,13250000,13300000,31350000,31400000,1
chr21,chr21,13250000,13300000,41100000,41150000,1
chr21,chr21,14000000,14050000,14000000,14050000,1
chr21,chr21,14000000,14050000,15450000,15500000,1
chr21,chr21,14000000,14050000,15700000,15750000,1
chr21,chr21,14000000,14050000,15800000,15850000,1
chr21,chr21,14000000,14050000,28150000,28200000,1
chr21,chr21,14050000,14100000,14050000,14100000,1
chr21,chr21,14050000,14100000,15450000,15500000,1
chr21,chr21,14050000,14100000,28800000,28850000,1
chr21,chr21,14100000,14150000,14100000,14150000,1
chr21,chr21,14150000,14200000,13250000,13300000,1
chr21,chr21,14150000,14200000,14150000,14200000,1
chr21,chr21,14150000,14200000,14200000,14250000,1
chr21,chr21,14150000,14200000,16600000,16650000,1
chr21,chr21,14150000,14200000,18350000,18400000,1
chr21,chr21,14150000,14200000,23600000,23650000,1
chr21,chr21,14150000,14200000,26900000,26950000,1
chr21,chr21,14150000,14200000,31350000,31400000,1
chr21,chr21,14150000,14200000,41100000,41150000,1
chr21,chr21,14200000,14250000,13250000,13300000,1
chr21,chr21,14200000,14250000,14150000,14200000,1
chr21,chr21,14200000,14250000,14200000,14250000,1
chr21,chr21,14200000,14250000,14250000,14300000,1
chr21,chr21,14200000,14250000,15400000,15450000,1
chr21,chr21,14200000,14250000,15500000,15550000,1
chr21,chr21,14200000,14250000,16600000,16650000,1
chr21,chr21,14200000,14250000,26900000,26950000,1
chr21,chr21,14200000,14250000,31350000,31400000,1
chr21,chr21,14200000,14250000,31600000,31650000,1
chr21,chr21,14200000,14250000,41100000,41150000,1
chr21,chr21,14250000,14300000,14200000,14250000,1
chr21,chr21,14250000,14300000,14250000,14300000,1
chr21,chr21,14250000,14300000,15500000,15550000,1
chr21,chr21,14250000,14300000,16600000,16650000,1
chr21,chr21,14300000,14350000,14300000,14350000,1
chr21,chr21,14300000,14350000,14650000,14700000,1
chr21,chr21,14300000,14350000,22000000,22050000,1
chr21,chr21,14300000,14350000,22550000,22600000,1
chr21,chr21,14350000,14400000,14350000,14400000,1
chr21,chr21,14350000,14400000,15700000,15750000,1
chr21,chr21,14350000,14400000,15800000,15850000,1
chr21,chr21,14400000,14450000,14400000,14450000,1
chr21,chr21,14400000,14450000,18900000,18950000,1
chr21,chr21,14400000,14450000,19750000,19800000,1
chr21,chr21,14400000,14450000,20400000,20450000,1
chr21,chr21,14400000,14450000,20450000,20500000,1
chr21,chr21,14400000,14450000,20550000,20600000,1
chr21,chr21,14400000,14450000,28850000,28900000,1
chr21,chr21,14450000,14500000,14450000,14500000,1
chr21,chr21,14450000,14500000,19800000,19850000,1
chr21,chr21,14450000,14500000,20500000,20550000,1
chr21,chr21,14450000,14500000,20600000,20650000,1
chr21,chr21,14450000,14500000,20850000,20900000,1
chr21,chr21,14450000,14500000,22400000,22450000,1
chr21,chr21,14450000,14500000,35000000,35050000,1
chr21,chr21,14500000,14550000,10500000,10550000,1
chr21,chr21,14500000,14550000,14500000,14550000,1
chr21,chr21,14500000,14550000,20100000,20150000,1
chr21,chr21,14500000,14550000,21750000,21800000,1
chr21,chr21,14550000,14600000,14550000,14600000,1
chr21,chr21,14550000,14600000,23700000,23750000,1
chr21,chr21,14550000,14600000,25850000,25900000,1
chr21,chr21,14600000,14650000,14600000,14650000,1
chr21,chr21,14600000,14650000,18450000,18500000,1
chr21,chr21,14600000,14650000,20750000,20800000,1
chr21,chr21,14600000,14650000,21200000,21250000,1
chr21,chr21,14600000,14650000,22400000,22450000,1
chr21,chr21,14600000,14650000,22450000,22500000,1
chr21,chr21,14600000,14650000,22600000,22650000,1
chr21,chr21,14600000,14650000,23000000,23050000,1
chr21,chr21,14650000,14700000,14300000,14350000,1
chr21,chr21,14650000,14700000,14650000,14700000,1
chr21,chr21,14650000,14700000,15200000,15250000,1
chr21,chr21,14650000,14700000,19600000,19650000,1
chr21,chr21,14650000,14700000,19700000,19750000,1
chr21,chr21,14650000,14700000,22000000,22050000,1
chr21,chr21,14650000,14700000,22550000,22600000,1
chr21,chr21,14700000,14750000,14700000,14750000,1
chr21,chr21,14750000,14800000,14750000,14800000,1
chr21,chr21,14800000,14850000,14800000,14850000,1
chr21,chr21,14800000,14850000,14900000,14950000,1
chr21,chr21,14800000,14850000,15850000,15900000,1
chr21,chr21,14800000,14850000,16000000,16050000,1
chr21,chr21,14800000,14850000,16100000,16150000,1
chr21,chr21,14850000,14900000,14850000,14900000,1
chr21,chr21,14900000,14950000,14800000,14850000,1
chr21,chr21,14900000,14950000,14900000,14950000,1
chr21,chr21,14900000,14950000,15850000,15900000,1
chr21,chr21,14950000,15000000,14950000,15000000,1
chr21,chr21,14950000,15000000,15000000,15050000,1
chr21,chr21,14950000,15000000,29200000,29250000,1
chr21,chr21,15000000,15050000,14950000,15000000,1
chr21,chr21,15000000,15050000,15000000,15050000,1
chr21,chr21,15000000,15050000,29200000,29250000,1
chr21,chr21,15000000,15050000,44750000,44800000,1
chr21,chr21,15050000,15100000,15050000,15100000,1
chr21,chr21,15050000,15100000,30150000,30200000,1
chr21,chr21,15050000,15100000,32250000,32300000,1
chr21,chr21,15050000,15100000,33050000,33100000,1
chr21,chr21,15050000,15100000,43900000,43950000,1
chr21,chr21,15100000,15150000,15100000,15150000,1
chr21,chr21,15150000,15200000,15150000,15200000,1
chr21,chr21,15150000,15200000,15900000,15950000,1
chr21,chr21,15150000,15200000,16050000,16100000,1
chr21,chr21,15150000,15200000,17350000,17400000,1
chr21,chr21,15150000,15200000,18900000,18950000,1
chr21,chr21,15150000,15200000,19600000,19650000,1
chr21,chr21,15150000,15200000,19700000,19750000,1
chr21,chr21,15150000,15200000,21050000,21100000,1
chr21,chr21,15150000,15200000,22500000,22550000,1
chr21,chr21,15200000,15250000,14650000,14700000,1
chr21,chr21,15200000,15250000,15200000,15250000,1
chr21,chr21,15200000,15250000,15300000,15350000,1
chr21,chr21,15200000,15250000,15950000,16000000,1
chr21,chr21,15200000,15250000,16950000,17000000,1
chr21,chr21,15200000,15250000,18050000,18100000,1
chr21,chr21,15200000,15250000,19600000,19650000,1
chr21,chr21,15200000,15250000,19700000,19750000,1
chr21,chr21,15200000,15250000,21050000,21100000,1
chr21,chr21,15200000,15250000,22000000,22050000,1
chr21,chr21,15250000,15300000,15250000,15300000,1
chr21,chr21,15250000,15300000,15300000,15350000,1
chr21,chr21,15250000,15300000,15950000,16000000,1
chr21,chr21,15250000,15300000,16950000,17000000,1
chr21,chr21,15250000,15300000,17400000,17450000,1
chr21,chr21,15250000,15300000,18050000,18100000,1
chr21,chr21,15250000,15300000,19650000,19700000,1
chr21,chr21,15250000,15300000,20750000,20800000,1
chr21,chr21,15250000,15300000,21950000,22000000,1
chr21,chr21,15250000,15300000,22450000,22500000,1
chr21,chr21,15250000,15300000,22600000,22650000,1
chr21,chr21,15250000,15300000,22950000,23000000,1
chr21,chr21,15250000,15300000,38500000,38550000,1
chr21,chr21,15300000,15350000,15200000,15250000,1
chr21,chr21,15300000,15350000,15250000,15300000,1
chr21,chr21,15300000,15350000,15300000,15350000,1
chr21,chr21,15300000,15350000,15950000,16000000,1
chr21,chr21,15300000,15350000,18050000,18100000,1
chr21,chr21,15300000,15350000,18900000,18950000,1
